,내용,별점,재구매,한달사용기,종류,년,월,일
17179,잘 받았습니다. 칫솔 부드럽고 좋아요.,5,0,0,2,2021,12,11
17180,아이들 써 보고 좋아서 조카에게 선물했어요.,5,1,0,1,2021,12,11
17181,배송빠르네요 좋아요,5,0,0,2,2021,12,11
17182,진작 좀 살걸 그랬어욤 치과에서 사면 넘 비싸,5,0,0,3,2021,12,11
17183,계속 쓰는 제품입니다 세심하게 잘 닦이고 좋아요,5,0,1,7,2021,12,11
17184,부드러워서 잇몸이 아프지 않아요. 치아 사이사이 찌꺼기들도 잘 나윱니다. 교정 거의 끝나가는데 일반형도 여기서 사려구요.,5,0,0,1,2021,12,11
17185,벌써 재구매예요^^~ 그리 부드럽지도 딱딱하지도 않아 만족합니다~~^,5,1,0,2,2021,12,11
17186,저희 가족은 이 칫솔만 사용합니다-~,4,1,1,7,2021,12,11
17187,각 칫솔마다 케이스가 있어서 좋네요.,5,0,0,4,2021,12,11
17188,아주아주 만족스러웠습니다,5,0,0,2,2021,12,11
17189,제품이 종류별로 있어서 좋아요.,4,0,0,2,2021,12,11
17190,몇년짜 쓰는 제품이예요 좋아요,5,0,0,7,2021,12,11
17191,구매하고 보니 제가 다니는 치과에서 주던 칫솔이네요 아직 사용하지 않았지만 만족스럽다는 것을 알기에 가성비 좋아서 교정칫솔로 적합합니다 잘 쓰겠습니다,4,0,0,1,2021,12,12
17192,교정 시작한 후로 여기 칫솔만 썼는데 이번이 교정용 칫솔 마지막 구매가 될 것 같네요. 교정 끝난 후에도 일반 칫솔 계속 쓰려고 합니다. 헤드 커버가 있어서 여행용으로도 좋아요.,5,1,0,1,2021,12,12
17193,늘쓰던제품입니다~ 치과칫솔 선물받아서 써봤는데 이게 제일 나아요. 잘쓸께요,5,0,0,2,2021,12,12
17194,교정때부터 교정후에도 사용하는 칫솔입니다,5,0,0,1,2021,12,12
17195,늘쓰던거라  몇년째계속쓰고있습니다,5,1,0,2,2021,12,12
17196,교정하고 나서부터 2년 넘게 정착한 칫솔!,5,0,0,6,2021,12,12
17197,늘 구매하고 있어요,5,1,0,2,2021,12,13
17198,"그동안 칫솔은 아무거나 사용해왔었는데,  잇몸에 무리가 생겨, 연하고 부드러운 칫솔을 수소문 끝에 찾은 칫솔이에요.. 잇몸에 저자극일뿐 아니라 양치질도 잘되어서 저뿐아니라, 저희 가족 모두가 매우 만족스러하구 있어요. ㅎㅎ 개별포장이라 여러개 구해놓고 필요할때마다 1개씩 꺼내 써도 먼지없이 깨끗하게 사용할수 있고 뚜껑이 있어서, 더욱 위생적으로 보관할수도 있고, 휴대하기도 편하네요 ^^",5,0,1,7,2021,12,13
17199,배송도 빠르고 좋아요,5,0,0,2,2021,12,13
17200,항상 쓰는 칫솔이에요 솔도 부드럽고 잘닦이고 온가족  이 것만 씁니다 항상 만족해요,5,0,1,2,2021,12,13
17201,배송도 빠르고 좋아요,5,0,0,2,2021,12,13
17202,단단하게 지지해주고 깔끔하게 닦여서 너무 좋아요 ㅎ 재구매했습니다~,5,0,0,2,2021,12,13
17203,항상 잘 쓰고 있어요~~,5,0,0,1,2021,12,13
17204,잘 닦이는 거 같아요. 한번 써보셔도요.,4,0,0,7,2021,12,13
17205,배송은 빨랐고 다른 교정 칫솔 보다 모가 잘빠져요 노랑색칫솔이 특히 모가 잘빠져요 자주 갈아서 그냥 갈아버렸지만확인한번 해보세요..,4,0,1,3,2021,12,13
17206,칫솔이 양치하기에 알맞은 사이즈라 잘사용하고 있어요,5,0,1,2,2021,12,13
17207,처음에 일반모 주문했는데 불량이라서 같은 제품도 불량 우려로 미세모로 교환하고 써봤더니 괜찮아서 그냥 썼는데 두세개 정도 불량이더라구요. 바로 불량제품 사용했으면 환불받았을 건데 시기가 애매해서 그냥 사용했어요..,3,0,1,3,2021,12,13
17208,이 칫솔쓰면 다른 칫솔은 못 쓰겠더라구요. 항상 만족하고 있습니다.,5,0,0,2,2021,12,13
17209,괜찮은 듯 싶어요. 아직 많이 안썼지만 기대하고 있습니다.,4,0,0,2,2021,12,13
17210,두번째 재구매 입니다 식구들 모두 잘사용하고 있어요,5,1,0,2,2021,12,13
17211,그냥무난해요 가격은좋아요 자주애용합니다,4,0,0,1,2021,12,13
17212,치아 교정중인데 항상 구입해서 잘 쓰고있습니다,5,1,0,3,2021,12,14
17213,배송진짜엄청 빨라서 젛아요 품질은 항상주문하던 곳이라서 믿고 씁니다,5,0,0,3,2021,12,14
17214,배송빠르고 좋은거같아요 처음써보는데 좋으면 계속 주문하려고요^^ 치과칫솔이라 믿음이가요,5,0,0,7,2021,12,14
17215,배송빠르구 자주쓰는 칫솔,5,0,0,2,2021,12,14
17216,원래 항상 쓰던 치간칫솔인데 가장 얇은 두께에 잇몸에 무리도 안가게 하고 튼튼하고 좋습니다 이왕 사는거 대량으로 주문했습니다 이런게 12개 있다고 생각하니 너무 든든하고 좋네요 앞으로도 이것만 사용할 예정입니다,5,0,0,5,2021,12,14
17217,"이 칫솔을 알게 된 게 선물을 받아서 먼저 알게 됐어거든요. 근데 선물 받았을때는 굳이 칫솔 선물을 ? 하면서 대수롭지 않게 여겼었는데, 한번 쓰고 남편과 저 둘다 ㅋㅋㅋ이거 좋지??? 하면서 찾아서 사게된 칫솔이에요. 칫솔을 오히려 마트에서 살때는 마음에 쏙 드는게 없었는데 이 칫솔알고 나서는 정착해서 항상 코코세일에서 쟁여둡니다. 근데 선택할수있는 옵션들도 많고 배송도 깔끔하게 와서 좋아요.   다른 칫솔보다 더 많이 깔끔하게 잘 닦이는 느낌이고 칫솔헤드 크기도 적당해서 좋아요. 칫솔 정착템!",5,0,1,7,2021,12,14
17218,잘사용해서 더 구매했어요 좋아요~~,5,0,0,3,2021,12,14
17219,교정칫솔이 비싸던데 좋은가격에 구입했어요,5,0,0,6,2021,12,14
17220,매번 사용하는상품이예오 배송 정말빠릅니다,5,0,0,2,2021,12,14
17221,아들 양치하라고 사주었는데 잘쓰고 있어요 가격대비 좋으네요,4,1,0,2,2021,12,14
17222,너무 마음에 들었습니다. 보통 칫솔과 너무 달랐고 사용 해보니까 환상 그자체 였던거 같습니다 기존에 있었던 칫솔은 양치를 하더라도 좀 찝찝한 그런느낌이 있었는데 이 칫솔은 그런게 아니라 정말 개운하고 뭐라고 해야할까 정말 컴퓨터 포멧을 했다 라고 표편을 할 만큼 깔끔한 기분 이었습니다. 그리고 친절하게 휴대폰으로 문자도 주시며 안내 해주시는 모습에 더 감사드리며 이런 업체는 더 성공해야 한다는게 제 개인적인 생각 입니다.   항상 번창 하시고 승승장구 하시길 바랍니다.,5,0,0,0,2021,12,14
17223,항상 구매해서 쓰는 제품이에요,5,1,0,2,2021,12,14
17224,디자인도 심플하니 맘에 드네요,5,0,0,2,2021,12,14
17225,임플란트 한 남편과 교정중인 딸이 사용하는데 부드럽고 너무좋다고 하네요,5,0,0,2,2021,12,14
17226,교정하고 이 칫솔 계속 쓰는데 좋은듯 배송도 빨라요,5,0,0,6,2021,12,14
17227,좋아요 만족합니다 번창하세요,5,0,0,1,2021,12,14
17228,이것만 써요. 믿고쓰는 제품~  강추해요,5,0,0,2,2021,12,14
17229,배송빨라 잘 쓰고있어요,5,0,0,2,2021,12,14
17230,아직사용전이지만 좋을것같아요.교정한지 얼마안되서 미리 쟁였어요,5,0,0,4,2021,12,14
17231,쓰던제품.~~~~~~~~,5,1,0,2,2021,12,14
17232,늘 ~~~~감사합니다,5,0,0,1,2021,12,14
17233,미리미리 쟁여두고 사용하려고 주문했어요.사용해보고 좋으면 재주문할께요,5,0,0,3,2021,12,14
17234,칫솔 자주 교체해 줘야 한다고 해서 구매했어요,5,0,0,2,2021,12,15
17235,생각보다 약간 거칠어서 다른옵션 주문해보려구요,4,0,0,2,2021,12,15
17236,몇년째 쓰네요~~~,4,1,0,7,2021,12,15
17237,가성비가 좋아서 계속 구매하고 있습니다 ㅎㅎ,5,0,0,2,2021,12,15
17238,저렴하고 만아서조아요,5,0,0,6,2021,12,15
17239,칫솔캡까지는 필요 없는데 말이죠..,4,0,0,7,2021,12,15
17240,부드럽고잘닦여요~~,4,1,0,1,2021,12,15
17241,미세하게 잘 닦입니다,4,0,1,2,2021,12,15
17242,늘 애용하던 제품이어요 ~~  이곳에서 다시 구입할 수 있어 넘 좋아요 ~  다른 제품 못쓰겠어요 ㅎ 색깔별로 있어서 가족이 좋아합니다 선물도 감사해요~♡,5,0,0,2,2021,12,15
17243,예전에 치과에서 받았던 칫솔인가 싶어서 시켜봤습니다. 생각보다 좀 거칠어요. 옵션을 잘못 선택한거같아서 재주문 하려고 합니다,4,0,0,2,2021,12,15
17244,치과에서 추천받고 몇년째 사용중입니다 개운하고 튼튼하고 좋아요,5,1,0,3,2021,12,15
17245,잘 받았습니다 감사합니다.,5,0,0,7,2021,12,15
17246,늘 쓰던 칫솔입니다. 좋아요,5,0,0,1,2021,12,15
17247,가족모두가 사용할거라서 기대되요,3,0,0,7,2021,12,15
17248,가성비좋고 재구매 해요,5,0,0,2,2021,12,15
17249,앞으로 자주 시킬 것 같네요ㅎ,4,0,0,1,2021,12,15
17250,배송빠르고 좋은거 같습니다,5,0,0,1,2021,12,15
17251,늘 사용하던거에요 배송 빨라요,5,0,0,2,2021,12,15
17252,주문 여러개 해서 사용한후 다시 쓸께여,3,0,0,1,2021,12,15
17253,아직 사용해보진 않았지만 배송이 빠릅니다,5,0,0,7,2021,12,15
17254,자주쓰던제품 재구매 합니다.,5,0,0,2,2021,12,15
17255,만족합니다 오자마자 꺼냈는데 한개가 모가 살짝틀어졌지만 아직까지는 만족해요,5,0,0,7,2021,12,15
17256,배송이 미쳤어요!!!! 주문하자마자 한시간 뒤쯤인가 발송처리됐다는 문자받았어요ㅋㅋㅋ따봉!! 칫솔이야 당연히 좋고요 이만한 가성비에 부드러우면서 잘 닦이는 칫솔 못봤습니다ㅎㅎ,5,1,0,1,2021,12,15
17257,잘받았습니다.감사합니다,5,0,0,1,2021,12,15
17258,칫솔모가 얊아 좋아요. 손잡이 그립감도 괜찮습니다. 무엇보다 양치가 잘 되는 느낌.,4,0,0,2,2021,12,15
17259,2016년부터 1년에 2번씩  지금까지 구매하는거 같은데 쿠폰을 한번도 못쓰네요 정말 아쉬워요.... 상품은 좋아요 늘 만족하며 쓰고 있어요,5,0,0,2,2021,12,15
17260,항상 사용하는 제품입니다 만족해요,4,1,0,1,2021,12,15
17261,엄마가죠으셨는지 더주문하라셔서해요,5,0,0,1,2021,12,15
17262,아이 교정용으로 구매했어요. 좋으네요,5,0,0,3,2021,12,15
17263,상품 잘받았어요 !  교정중이라 이제품만 사용하는데 한개씩은 불량이 있는거같네요ㅜ,5,1,0,2,2021,12,16
17264,교정할때 사용하기 좋아요,5,0,1,6,2021,12,16
17265,칫솔모가 적당하고 잘 닦여 좋습니다,4,0,1,7,2021,12,16
17266,교정할때 치과칫솔 썼던게 괜찮았어서 비슷한 칫솔 찾아보다 구매했어요 만족하고 있습니다,5,0,0,1,2021,12,16
17267,잘쓰구있습니다~좋아요~~,5,0,0,3,2021,12,16
17268,항상 이칫솔을 구매하고 있어요~ 언제나 후회하지 않아요~,5,0,0,2,2021,12,16
17269,"항상재구매해요, 부드럽고 칫솔헤드가 작아서 양치할때 편해요.",5,0,0,2,2021,12,16
17270,꾸준히 쓰고 있어요 좋아용,5,1,1,1,2021,12,16
17271,매번구매하네요~잘쓰구있어요,5,0,0,7,2021,12,16
17272,매번 쓰던 제품이에용 넘 좋아용 자극적이지 않고 좋네용,5,0,0,2,2021,12,16
17273,좋아요 잘쓰고있습니다~재구매에요,5,0,0,2,2021,12,16
17274,잘 쓰고있습니다. 이 교정한 딸이 좋테요^^,5,0,0,1,2021,12,16
17275,항상 이칫솔을 구매하고 있어요~ 언제나 후회하지 않아요~,5,0,0,3,2021,12,16
17276,잘쓰고있어요 부드러워요,5,0,1,7,2021,12,16
17277,교정중인 아들이 항상 사용하는 칫솔이예요 치과에서 구입하는것보다 훨씬 저렴해요. 교정할땐 필수죠 믿고 사용중이예요,5,0,1,1,2021,12,16
17278,항상 쓰는 칫솔구입!!!,5,0,0,3,2021,12,16
17279,치아관리하려고 주문했는데 확실히 잘닦이는거 같아요 잘쓰겠습니다ㅎㅎㅎ,5,0,0,2,2021,12,16
17280,항상 쓰는 칫솔이예요! 작아서 입에 잘들어가고 좋아요,5,0,0,3,2021,12,17
17281,넘넘 좋아요  이 칫솔 싸면 다른 칫솔 못 쓰겠어요ㅠ 넘 잘 닦이고 엄청 개운합니다,5,0,0,2,2021,12,17
17282,좋아요! 항상 잘 쓰고 있습니다~ 편하고 좋아요! 치실 서비스도 감사합니다!,5,1,0,2,2021,12,17
17283,교정하는 아이들이 좋다고 하여 재구매 했습니다,4,1,0,3,2021,12,17
17284,교정하는 아이들이 좋다고 하여 재구매 했습니다,4,1,0,1,2021,12,17
17285,시중 에서 파는 칫솔보다 좋아서 써요 교정할때부터 썻는데 너무 좋아요,5,0,0,0,2021,12,17
17286,튼튼하고 좋습니다 굿,5,0,1,6,2021,12,17
17287,아이와 치아교정중이라 항상 이곳에서 구매해서 사용하고있어요..,5,1,0,1,2021,12,17
17288,솔이 교정기에 너무 잘껴서 아쉬워요,5,0,1,3,2021,12,17
17289,마트 칫솔보다는 훨씬 좋아요 근데 얇은만큼 생각보다 잘 벌어집니다,4,0,0,3,2021,12,17
17290,잘사용하고  있어요 비교적 만족하고 사용하는제품이에요,4,0,1,1,2021,12,17
17291,부드럽고 미세모 찾다가 주문해봤어요^^잘쓸께요~,5,0,0,2,2021,12,17
17292,좋습니다 한번 구입후 할인쿠폰보내줘서 떨어질때쯤 다시 구매합니다 ㅎㅎ,5,1,0,2,2021,12,17
17293,치솔 모가 부드러워 치아 마모를 방치하고 잇몸 마사지효과도 있는거 같아 좋아요,5,0,0,2,2021,12,18
17294,매번쓰는거예요 벌써5번이상을 재주문했어요 좋아요,5,1,0,1,2021,12,18
17295,"이중모이고,장모가 좀 벌어져있네요.칫솔크기는 적당하지만,약간 큰 것 같아요",5,0,0,2,2021,12,18
17296,재주문입니다 항상쓰는제품 좋아용,5,1,0,2,2021,12,18
17297,"늘 쓰던 제품, 여전히 잘 쓰고 있어요",5,1,0,2,2021,12,18
17298,칫솔 써보고 마음에 들면 또 구입할께요,5,0,0,7,2021,12,18
17299,빠른배송 감사요!ㅎ,5,0,0,3,2021,12,18
17300,칫솔 너무 좋아요!!!!,5,0,0,7,2021,12,18
17301,일회용 칫솔 같네?! 했는데 괜찮네요! 다 써보고 한종류로 재구매 할것 같아요!,5,0,0,7,2021,12,18
17302, 상품이네요. 좋습ㄴ다,5,0,0,7,2021,12,18
17303,항상 잘 사용하고 있어요!,4,1,0,1,2021,12,18
17304,주문하고 바로 다음날 왔어용,5,0,0,0,2021,12,18
17305,치석이 안샹기고 깔끔햐요,5,0,1,3,2021,12,19
17306,늘 쓰는 제품입니다.   부드럽고 좋아요.  또 구매할께요.,5,0,1,1,2021,12,19
17307,모가 생각보다 약해요,3,0,1,3,2021,12,19
17308,늘 쓰던상품 정말조아용~,5,0,0,1,2021,12,19
17309,미세모괜찬네요 가격도괜찬구요 한달레한번씩교체해줄용도로 좋아요,5,0,1,7,2021,12,19
17310,병원보다 저렴하게 사서 잘 이용하고 있어요,5,0,1,1,2021,12,19
17311,늘쓰던거라 재주문했어요. 비싼 칫솔보다 저렴하면서 잘닦이는 치과칫솔이 좋네요.,4,0,1,6,2021,12,19
17312,사용전 이지만 좋아보여요,5,0,0,7,2021,12,19
17313,교정중인데 너무 잘 닦여요.,5,0,0,6,2021,12,19
17314,안녕하세요 잘받았어요 감사합니다,5,1,0,2,2021,12,19
17315,사용전 이지만 좋아보여요,5,0,0,2,2021,12,19
17316,늘쓰던재품이라  재구매했어요,5,0,0,1,2021,12,19
17317,항상사용하는 물건입니다 감사합니다,5,0,1,1,2021,12,19
17318,부드럽고 좋아요 자주 씁니다,5,0,0,7,2021,12,19
17319,개운하게 양티되는 기분이에요,4,0,0,7,2021,12,19
17320,빠른배송 감사합니다 가성비 좋습니다,5,0,0,2,2021,12,20
17321,칫솔모가 쓰기 좋습니다,5,1,0,2,2021,12,20
17322,늘 사용하던 제품입니다 믿고 쓰고있엉ᆢㄷ,5,0,0,1,2021,12,20
17323,늘 사용하는 믿고쓰는 제품,5,0,0,2,2021,12,20
17324,곰돌이 칫솔이 아이들쓰기 좋습니다,5,1,0,2,2021,12,20
17325,자극도 크지않고 잘 닦여요,5,1,1,2,2021,12,20
17326,늘 쓰는 제품 좋아요 좋아,5,0,0,2,2021,12,20
17327,❤︎             .,5,0,0,2,2021,12,20
17328,손님용으로 좋은거 쓰게하려구요~,5,0,0,7,2021,12,20
17329,배송빠르고 쓰던 제품이라 만족합니다,5,0,0,7,2021,12,20
17330,원래 쓰던거예요 좋아용,5,0,0,7,2021,12,20
17331,빠르고 너무 좋습니다.   개별 보관캡이 있는 것도 좋네요,5,0,0,7,2021,12,20
17332,좋라요 세번째 구매,5,0,0,2,2021,12,20
17333,이전엔 일반을샀지만 다음번엔 프리미엄을 사용해보려고합니다,5,0,0,7,2021,12,20
17334,벌써 몇번째 주문인지 항상 만족하면서 씁니다 이거 이후로는 다른걸 못쓰네요^^,5,0,0,2,2021,12,20
17335,손에 딱 잡혀서 편해요 기존쓰던거랑 한줄이 짧은데  작은차이지만 좀더 편한것같아요,5,0,0,1,2021,12,20
17336,아주 좋아요 재구매 예정,5,0,0,2,2021,12,20
17337,벌써 일년째 구매중입니다  치솔모가 부드러워서 좋고 배송이 빨라서 좋아요,5,1,0,2,2021,12,20
17338,빠른배송에  작지만  넘 맘에 들어요,5,0,0,2,2021,12,20
17339,이것만 계속쓰고있는제품이에요~~,4,1,1,2,2021,12,20
17340,아이들치아에 좋아요 자주 교체해야하는 칫솔이기에  가격이좋아요,3,0,0,7,2021,12,21
17341,칫솔이 좋고 오래갑니다,5,0,0,2,2021,12,21
17342,칫솔은 항상 여기서구매하고있어요 부모님이찾아요,5,0,0,1,2021,12,21
17343,아이들 칫솔은 이것만 써요~,5,0,0,2,2021,12,21
17344,잘 닦이고배송 빨라요,5,0,0,7,2021,12,21
17345,배송빠르고 잘쓸게요,5,1,0,2,2021,12,21
17346,매번 재구매하는데~ 이만한 퀄리티 찾기가 쉽지않아요~ 계속 재구매하려구요!,5,0,1,2,2021,12,21
17347,항상잘이용하고있어요,5,0,0,2,2021,12,21
17348,좋아요 사진과 같아요저렴해요,5,0,0,1,2021,12,21
17349,늘사용하던 제품입니다. 남편도좋아하고 저도 잘맞아 쟁여놓고 사용하고 있습니다. 아이들건 아직 남아서 성인용만 구매했습니다.,5,0,0,2,2021,12,21
17350,항상 쓰고있는 칫솔입니다 미세모라 잇몸약한 저에겐 안성맞춤 입니다,5,0,0,2,2021,12,21
17351,빠른배송감합니다.  써보고  좋으면 또 구매할게요.,5,0,0,2,2021,12,21
17352,몇년째 이칫솔만 씁니다. 가격이 조금 오른것 같은데 그래도 저렴하니 가성비 좋습니다 초1초5  아이들도 함께 씁니다.,5,0,0,2,2021,12,21
17353,항상 여기 제품만 쓰게되요~^^,5,0,0,2,2021,12,21
17354,늘사용하는제품입니다. 이번에도 많이 구매했어요.,5,0,0,2,2021,12,21
17355,타제품 쓰다가 이제품으로 바꿨는데 가성비최고입니다~ 이제부터는 쭉~~~,5,0,0,6,2021,12,21
17356,배송이 짱짱 빠릅니다요,5,1,0,3,2021,12,22
17357,잇몸이 않아프고 좋아요.,5,0,0,7,2021,12,22
17358,손님용으로 아주 잘 쓰고있습니다,5,0,0,1,2021,12,22
17359,가족이 꾸준하게 사용하고 있습니다.,4,0,1,2,2021,12,22
17360,밖에 나가기 귀찮은데 굳이 약국까지 안 가도 되고 대용량으로 살 수 있는게 제일 좋아여 교정칫솔 품질은 다 비슷하다고 생각하는데 교체주기가 빠른편이거든요,5,1,1,3,2021,12,22
17361,아이들 쓰기 좋네요. 크기도.적당하고,5,0,0,2,2021,12,22
17362,초미세모칫솔만 사용해요 이 제품으로 정착해요! 추천해요~^^,5,0,0,2,2021,12,22
17363,배송빨라요 싸게 잘 샀어요,4,0,0,3,2021,12,22
17364,모도 적당히 힘있고 좋네요. 어금니 특히 잘 안 닦이는데 잘 사용하겠습니다.,5,0,0,4,2021,12,22
17365,사용전 입니다. 한달후기로 남길게요,3,0,0,7,2021,12,22
17366,가격대비 성능좋습니다.부드럽게 잘닦입니다.,5,0,0,2,2021,12,22
17367,좋아유 두가지 버젼으로 사봤는데 번갈아가며 쓰는중,5,1,1,1,2021,12,22
17368,계속 주문합니다~~~,5,1,0,2,2021,12,22
17369,배송 엄청 빨라요! 항상 만족하면서 쓰던 칫솔이라 재구매합니다,5,1,0,1,2021,12,22
17370,아~~~좋습니다. 좋아요.,5,0,0,1,2021,12,22
17371,신속한 배송에 감사드립니다,3,0,0,1,2021,12,22
17372,항상 구매하는 제품입니다. 칫솔질도 구석구석 잘되고 아프지않아서 좋아요.깔끔해져요,5,1,0,2,2021,12,22
17373,2년넘게 구매해서 사용중인데 월1회정도교체하면서사용하니좋아요~,5,0,0,2,2021,12,22
17374,꾸준히 주문하는 상품,4,1,1,1,2021,12,22
17375,늘 사용하는 SNG칫솔   온가족이 사용 중이라 2박스 구매합니다 가격도 저렴하고 배송도 빠르구요 다 사용하면 또 구매하러 올께요~,5,0,0,2,2021,12,22
17376,칫솔을 사야해서 처음 사봅니다. 잘쓸게요,5,0,0,2,2021,12,22
17377,원래 쓰던거에요 이게 젤 좋아요 교정 후 부터 사용했는데 치과 갈때마다 치석 없다고 칭찬해주세요ㅋㅋ,5,0,0,1,2021,12,22
17378,좋은칫솔찾다가 후기보고 구매합니다. 써보고 다시 후기올릴께요~,5,0,0,2,2021,12,22
17379,너무조아요 잘쓰고있어요,5,1,1,2,2021,12,22
17380,공간유지 장치해서 교정칫솔 쓰는데 만족합니다,5,0,0,6,2021,12,22
17381,잘받았습니다 강사합니다,5,0,0,2,2021,12,23
17382,부드럽고 잘 닦이네요 만족합니다,5,0,1,2,2021,12,23
17383,몇년째 쓰고 있습니다 잘닦이고 좋아요,5,0,0,2,2021,12,23
17384,두번째구매입니다  시중에파는치솔보다부드럽고좋아요,5,0,0,1,2021,12,23
17385,계속사용하고잇는제품입니다.,5,0,0,2,2021,12,23
17386,몇년째 구매해서 쓰고 있어요 부드럽게 잘 닦입니다,5,0,0,1,2021,12,23
17387,칫솔도 좋지만 치실이 정말 좋아요~ 정말 감사합니다~ 대박나세요^^,5,1,0,3,2021,12,23
17388,생각보다 아파요.. 뾰족히 잇몸 찌르는것 같아요ㅠㅠ,3,0,0,1,2021,12,23
17389,배송빨라서 좋았어요,5,0,0,3,2021,12,23
17390,배송이 아주 빨라요,5,0,0,1,2021,12,23
17391,전부터 쓰던 치솔 좋아요,5,0,0,1,2021,12,23
17392,빠른배송 감사합니다,5,0,0,2,2021,12,23
17393,늘 쓰는 제품이에요 ~,5,0,0,1,2021,12,23
17394,잘사용하고잇는제품입니다.,5,0,0,6,2021,12,23
17395,교정해서 이 칫솔만 쓰는데 아푸지도않고 너무 편해여 ㅎㅎ,5,0,0,1,2021,12,23
17396,두번째 구매 배송도 빠르고 좋아요,5,0,0,7,2021,12,24
17397,후기보고 구입! 괜찮아요,4,0,0,1,2021,12,24
17398,처음사용했는데..  괜찮더라고요,4,0,0,1,2021,12,24
17399,배송 빠릅니다. 치과용이라 믿고 이용해보렵니다.,3,0,0,2,2021,12,24
17400,여기서 매번 구입해서 사용하고 있네요,4,1,0,2,2021,12,24
17401,잘닦이고 개운해서 좋아요,5,0,0,7,2021,12,24
17402,항상 치과에서 구매하다가 인터넷으로 처음 구매했는데 왜 이제봤나싶어요 ㅠㅠ 너무 잘 쓰고 있습니다!,5,0,1,1,2021,12,24
17403,가격도착하고상품이좋아요,5,0,1,1,2021,12,24
17404,칫솔모가 탄탄한데 부드러움,4,0,0,1,2021,12,24
17405,처음구입! 괜찮아요,4,0,0,7,2021,12,24
17406,잘 받았어요 좋아요,5,0,0,1,2021,12,24
17407,항상 여기 이용해요~ 칫솔 너무 좋음!! ㅋㅋㅋ 총알배송!!,5,1,0,1,2021,12,24
17408,좋아서 재구매했어용,5,1,0,1,2021,12,25
17409,칫솔모가 조금 작네요. 색깔은 선명하고 예뻐요. 보호캡이 있어서 휴대하기도 좋아요~,4,0,0,2,2021,12,25
17410,칫솔이  가격대비 부드러운모  쎈모가 있어 구분이 있어요,5,0,1,1,2021,12,25
17411,마음에 들어요 잘쓰고 있씁니다,5,0,0,2,2021,12,25
17412,항상 재주문 구매하는 제품입니다 .좋아요.가격도  저렴하고요^^.,5,0,0,7,2021,12,25
17413,배송이 엄청 빠르네요 아직 사용은 안해봤는데 소문대로 좋아보이긴 합니다 기대되네요,5,0,0,2,2021,12,25
17414,맘에 들어요ㅎㅎ 잘 쓰고 있씁니다,5,0,0,1,2021,12,25
17415,의사는 없습니다. 하나당 가격 990정도. 마트에 세일하면 훨씬 좋은 퀄리티의 칫솔을 살 수 있어요. 모는 평범하나 대가 넘 약해서 손에 힘이 많이 가고 결과적으로 치아에 좀 무리가; 비슷한 브랜드 하이테크가 가격은 두배지만 두배일만해요. 퀄차이가; 아무튼 있는 건 잘쓰겠습니다.,3,0,0,2,2021,12,25
17416,치과에서 받은 칫솔이 좋아서 치과용 칫솔로 검색하여 구매하게 되었습니다. 100% 똑같은 제품은 아닌데요. 좀 더 써보고 괜찮으면 주기적으로 구매할 예정입니다.,5,0,0,7,2021,12,25
17417,배송빠르고 늘 사용하는 제품이라 만족합니다. 다른 칫솔 못쓰겠어요,5,1,0,1,2021,12,25
17418,칫솔 이것저것 많이 사용해봤는데 이제품이 제일 좋았습니다   회사 식구들과 같이 공동으로 구매했습니다,5,0,0,7,2021,12,25
17419,제가 원하던 칫솔이 왔어요~ 구석구석 잘 닦이네요. ^^,5,0,0,2,2021,12,25
17420,중간에 배송문제가 있었는데 판매자분이 잘 해결해주셔서 제품 잘 받을 수 있었습니다. 친절하게 응대해주셔서 감사해요^^ 칫솔은 미세모면서 단단한 느낌이라 잘 닦여 좋네요.,5,0,0,2,2021,12,25
17421,마트에서 파는 칫솔보다 치과칫솔이 더 좋아요 미세모라 잇몸에 자극없고 칫솔모도 튼튼하고 가격도 저렴해요,5,0,0,2,2021,12,26
17422,초등 아이도 쓰는데   힘조절을 못하는지 엄청 빨리 벌어져요ㅎ 저는 만족해요 강한모로 닦아야 닦은 느낌이 들어서ㅋ,5,1,0,3,2021,12,26
17423,계속 사용합니다 잘 쓰고 있어요 또 구매합니다,5,1,1,7,2021,12,26
17424,역시 칫솔은 치과 칫솔이에요 칫솔 대가리가 작아서 치아 끝까지 잘 닦여요,5,0,0,2,2021,12,26
17425,치과에서 써보고 좋아 구매해봄니다,5,0,0,2,2021,12,26
17426,항상 이 제품 구매해서 쓰는데 불량이 온건지 몇개는 모가 별로였어요ㅜㅜ,4,0,1,6,2021,12,26
17427,아직 사용전이라 잘 모르겠네요,2,0,0,1,2021,12,26
17428,저렴한가격에 좋은상품 구매하게되어 감사합니다,5,0,0,3,2021,12,26
17429,교정이 잘되고 있어요,5,0,1,1,2021,12,26
17430,솔 미세모 슬림모 치과용,4,0,0,1,2021,12,26
17431,계속 사용중입니다.,5,1,0,2,2021,12,26
17432,계속 사용중입니다.,5,1,0,7,2021,12,26
17433,치과에서 사서쓰던건데 편하게 잘사용하고 있어요,5,0,0,7,2021,12,27
17434,치솔이부드러워잇몸에무리가안가네요 늘사용하던치솔인데주문(결제)후교환하려니없어일회용쓰다잇몸만찢어졌는데수령후바로교체하니역시부드럽고입안이깔끔하네요,5,0,0,1,2021,12,27
17435,부드러운 미세모라 만족하며 쓰고 있어요,5,1,0,1,2021,12,27
