,내용,날짜
34104,애터미치약 사용할때 거품도 알맞게 나고 사용후 입안이 전체적으로 시원한 느낌이 나서 좋네요,22.04.17.
34105,"잇몸이 약해서 항상쓰는 제품입니다
이가 덜시려워요",22.04.17.
34106,맵지 않고 상쾌해서 아이들도 쓰기 좋습니다.,22.04.17.
34107,늘 사용하는거라 거부감없이 잘씁니다.,22.04.17.
34108,느낌이나서 좋고 향도 좋아요,22.04.17.
34109,아직 초반이라 잘 모르겟어요,22.04.17.
34110,상쾌한 향이 좋아요,22.04.17.
34111,이시림 때문에 사용하기 시작해서 몇년째 사용중이니다 항상 만족합니다 많이파세요,22.04.17.
34112,좋다고해서사용해볼려고요... 사용해보고좋으면신청의사있어요,22.04.17.
34113,다쓰고 재구입ㅋㅋㅋ,22.04.17.
34114,"일찍 주문했더니
빠르게 배송됐습니다.

과거에 사용해소고 좋아서 구매해봤어요",22.04.16.
34115,"양치질후 개운하고 애터미치약을쓴후로는
스켈링을 거의 받지않고있습니다",22.04.16.
34116,입 속 잔여감 없이 닦이고 가격도 착해서 완전만족,22.04.16.
34117,예전에 쓰고 괜찮아서 주문하게 됐어요,22.04.16.
34118,다 떨어져서 칫솔이랑 같이 샀어요~,22.04.16.
34119,맵지않고 텁텁하지 않고 아이들 까지 함께 쓸 수 있어 항상 사용 하는 치약이에요,22.04.16.
34120,화한 느낌은 덜하지만 개운해요,22.04.16.
34121,순하고 좋아요 계속 쓰는 제품,22.04.16.
34122,좋아요~~~~~~~~👍👍👍👍,22.04.16.
34123,초딩 아이와 같이 온가족이 사용해요..불소함량이 유아치약보다 낮아요...아이도 처음엔 맵다더니 이제 잘쓰네요...,22.04.15.
34124,"항상쓰는 치약이예요
다쓰면 재구매예정입니다~~~^^",22.04.15.
34125,"센소다인만 몇년쓰다 이번에 바꿔봤는데

개운하고 좋아요 입안이 껌씹는거같아요",22.04.15.
34126,아직 안써봤는데 좋다고 하니 잘 써보겠습니다,22.04.15.
34127,배송도 빠르고 저렴한가격에 잘 구매했습니다~,22.04.15.
34128,너무 좋죠..매번 주문해서 잘 쓰고 있어요,22.04.15.
34129,항상 쓰고있는 제품입니다. 향이좋아요~ 닦이는건 잘 모르겠어요 만족합니다,22.04.15.
34130,강하지않아서계속사용하게되는치약,22.04.15.
34131,세번째 구매인데 잘쓰고 있어요.,22.04.15.
34132,써보니 좋아요. 만족입니다,22.04.15.
34133,치약좋아요.믿고구입해요,22.04.15.
34134,싸고 좋아요 항상써오,22.04.15.
34135,치약도 맘에 들고 튜브도 절약형이라 맘에 듬니다,22.04.15.
34136,"잘 사용 중입니다
항상 사용하는 제품 좋아요",22.04.15.
34137,"애터미치약 사용감도 좋고 애터미믿고 사용합니다, 잘쓰겠습니다",22.04.15.
34138,치키치키차카차카초코초코초,22.04.15.
34139,"좋아요
좋아요",22.04.15.
34140,늘 사용하던것으로 양치후에도 입안에서 상쾌한 느낌이 있고 개운해서 치약중에는 제일 괜찮은것 같아요. 비싼 마비스보다 더 좋은 듯.,22.04.14.
34141,상품평들이 괜찮다고해서 구매일단써봐야 알겠습니다,22.04.14.
34142,"안 맵고, 향도 강하지 않아서 잘 써오던 치약입니다:)",22.04.14.
34143,향기가 좋아요. ㄱ계속 구매하는 제품입니다.,22.04.14.
34144,잘 닦이고 괜찮아서 몇년째 쓰고 있어요~,22.04.14.
34145,오렌지?향이나는 산뜻한치약입니다,22.04.14.
34146,깔끔하고 좋네요! 계속 쓸거 같아요,22.04.14.
34147,"잘사용하고있어요
애터미만 씁니다",22.04.14.
34148,잘사용하고 있어요 감사합니다,22.04.14.
34149,애터미 치약플러스 참 좋아요.,22.04.14.
34150,몇년째 사용하는제품입니다,22.04.14.
34151,리뷰가 많아 구입해봤어요,22.04.14.
34152,꾸준히 사용한제품 좋아요,22.04.14.
34153,이거쓰면 다른치약 못써요,22.04.14.
34154,매번쓰는제품이랍니당,22.04.14.
34155,항상 쓰는건데 좋네요~,22.04.14.
34156,배송빠르고 만족 추천,22.04.14.
34157,유효기간이 길어서 굿,22.04.14.
34158,한번 써보고 다른 치약은 못씀...ㅋㅋㅋ,22.04.14.
34159,자극적인 향도 아니고 온 가족이 이 치약 사용 중이에요 ㅎㅎ 상쾌하고 좋아요,22.04.13.
34160,"예민한 딸아이가 써보고 싶다고해서,구매합니다.맘에 들어했으면,좋겠네요.",22.04.13.
34161,애터미제품사용한것중에서가장맘에들어요개운하고잇몸에효과도있구요,22.04.13.
34162,"계속 쓰다가 다른 제품으로 잠시 바꿨는데 시린이에는 이 치약이 최고로 잘 맞는것 같아요
이제는 다른 치약은 사용못할것 같아요
가성비 최고에요 양도 많구요~^^",22.04.13.
34163,저희 집이 애터미 치약만 쓰는데 너무 저렴해서 바로 구매 했습니다 배송도 빠르고 너무 좋네요!,22.04.13.
34164,사용감도 좋고 유통기한도 넉넉하고 상태도 아주 좋아요!,22.04.13.
34165,"항상 쓰는 치약이예요
배송도 빠르고 좋았어요",22.04.13.
34166,치약찾던중애터미평가가좋아서구매했어요쓰보고괜찮아면계속구매할께요,22.04.13.
34167,애터미 치약만 몇년째 사용중예요.다른 제품 사용하다가 결국은 애터미로 돌아오게되요.입안 깔끔하고 개운해서 좋아요.,22.04.13.
34168,애터미치약이 정말 좋은거 같아요 입냄새도 안나게 하고 자극적이지 않고 좋아요,22.04.13.
34169,계속 애터미 치약만 사용할것 같아요,22.04.13.
34170,마음에 들어서 재구매 예정입니다.,22.04.13.
34171,계속 쓰던애터미치약 또잘쓸께요,22.04.13.
34172,계속 사용중입니다. 아주 좋아요,22.04.13.
34173,넘 좋아요 몇년째 쓰고 있네요,22.04.13.
34174,구취제거에 효과적입니다~^^,22.04.13.
34175,꾸준히 쓰는 치약 괜찮아요,22.04.13.
34176,잘쓰고 있어요 부드러워요,22.04.13.
34177,"좋아요
잘 쓸께요 착한가격",22.04.13.
34178,상쾌하고깨끗한것같아요,22.04.13.
34179,배송이 매우 빨라요,22.04.13.
34180,좋아요!!!! 대용량,22.04.13.
34181,저렴하게 잘 구매했습니다. 구매평보고 믿고 샀어요,22.04.13.
34182,애터미 치약 믿고 쓰는 제품입니다.만족합니다.,22.04.13.
34183,쓰던 치약인데 치약만 살 수 있어 좋아요,22.04.13.
34184,저희 부모님이 이거 쓰시고 잇몸에 피가 안난다고 하셔서요 좋은 것 같아요 저도 꾸준히 쓰려구요 ㅎㅎ 잘 쓸게요~,22.04.12.
34185,좋다고 해서 구매 했는데 기대만큼 좋은 제품이였음 좋겠습니다,22.04.12.
34186,계속해서 이 제품만 사용하고 있습니다자극 없고시원하고냄새도 나쁘지 않아요예민한 저에게는 딱 좋습니다추가 구매할 예정입니다,22.04.12.
34187,배송 빠르고 상품 잘 사용 하고 있습니다.,22.04.12.
34188,치약.칫솔은 애터미만 쓴답니다,22.04.12.
34189,늘 쓰던건데 싸게 잘 샀어요,22.04.12.
34190,처음 사용하는데 괜찬네요,22.04.12.
34191,배송이 마니 느리네요,22.04.12.
34192,양도 많고 개운해요^^,22.04.12.
34193,치약중에 애터미치약이 제일 맛있는 것 같아요 :),22.04.12.
34194,"특히 빠른 배송과 정확한 상품전달에 아주 만족하고,제품에 대한 신뢰로 계속 구매해서 사용하고 있는 제품입니다.",22.04.12.
34195,빨은배송 감사합니다,22.04.12.
34196,"달달해요.
썼던 제품이라 믿고 구입했어요.
부드럽게 잘 닦여요",22.04.11.
34197,주변에서 좋다고 해서 구입 했는데 써보니까 좋아요,22.04.11.
34198,잘받았습니다 늘 쓰던거라 세일할때 쟁여놓네요,22.04.11.
34199,가격 착하고 청량감 좋아서 3년째 사용중입니다,22.04.11.
34200,워낙유명해서 사봤는데 잘모르겠네요,22.04.11.
34201,거품이 잘나고 아이도 같이 잘 써요,22.04.11.
34202,배송빠르고 안전한포장 맘에들어요,22.04.11.
34203,잘사용하고있습니다 수고하세요,22.04.11.
34204,당분간 치약 살일은 없겠네요.,22.04.11.
34205,잘 쓸게용!!! 한상 쓰던거!!,22.04.11.
34206,잘 도착했어요 좋아요!ㅎㅎ,22.04.11.
34207,믿고 쓰는 애터미입니다,22.04.11.
34208,초등아이도ㅜㅜ잘써요^^,22.04.11.
34209,좋네요 잘쓰고있습니다,22.04.11.
34210,"배송 빠르게 잘받았습니다
잘쓰겠습니다",22.04.11.
34211,궇,22.04.11.
34212,애터미 치약도 너무 유명하고 좋지요 자극적이지않아 좋습니다.,22.04.10.
34213,애터미 제품이 좋은건 모두 알고있죠 역시 개운하고 좋아요,22.04.10.
34214,깔끔하고 질 좋은 제품~ 빠른 배송! 항상 믿고 사용합니다,22.04.10.
34215,저희 애들이 좋아해서 이 제품만 써요 감사합니다,22.04.10.
34216,"배송도 빠르고 제품포장도 굳입니다
번창하세요.",22.04.10.
34217,자주쓰는 치약이고 깔끔하니 좋은거같아요,22.04.10.
34218,항상 애터미.치약만.써여 좋아요 ㅎㅎ,22.04.10.
34219,"안 매워서 순하고,
잘 닦이고 좋아요.",22.04.10.
34220,애터미 치약은 가성비가 좋아요,22.04.10.
34221,항상 사몽중인 제품이예요,22.04.10.
34222,향도좋고 깔끔합니다.,22.04.10.
34223,배송이 빠르고 좋아용,22.04.10.
34224,처음 구매후 아주 괜찮아서 재구매해서 사용합나다,22.04.10.
34225,항상 사용하고 있어요 시원한 느낌이고 뽀득하게 잘 닦여요,22.04.09.
34226,너무 화하지도 않으면서 개운한 치약 입니다 강추드림,22.04.09.
34227,늘 쓰고 있어요. 입안이 깔끔해져서 좋아요.,22.04.09.
34228,"이젠 습관이돼서 딴거 살 생각을
못합니다^^ㅎ",22.04.09.
34229,찾아요.이거만 ㅋ그래서 늘 이걸 주문해요...,22.04.09.
34230,좋아요. 급히 주문했는데 빠른배송 굿,22.04.09.
34231,애터미 좋아요 자주 애용합니다,22.04.09.
34232,"항상 쓰던제품이에요~
아이들과 같이써도 너무좋은 아이템입니다ㅎㅎ",22.04.09.
34233,저렴하게 잘쓰고잇습니다ㅎ,22.04.09.
34234,항상쓰던 치약 좋아요,22.04.09.
34235,안맵고 좋아여~~!,22.04.09.
34236,"제품잘받았습니다
사용해보니 입안이상쾌합니다
재구매 100%입니다^^
수고하세요",22.04.09.
34237,전에쓰던건 플러스가 아니였는데 플러스도 괜찮겠죵 써볼게요~,22.04.09.
34238,요제품 만 써요 다른제품은 못쓰겠어요~,22.04.09.
34239,"대한민국 대표 치약 에터미 10년 가까이 이제품만
써옵니다 다른건 못쓰겠네요",22.04.08.
34240,좋아요 꾸준히 계속 사용하려구요,22.04.21.
34241,늘 잘 사용하고 있습니다 굳굳^^,22.04.21.
34242,적극적이지 않고 아주 좋네요,22.04.21.
34243,배송빠르고 싸게 잘삿어요,22.04.21.
34244,배송도 빠르고 저렴하네요,22.04.21.
34245,깔끔하고 향이 좋아요.,22.04.21.
34246,쓰던거라 잘 쓸께요,22.04.21.
34247,잘 산것 같습니다. 사용후 산뜻한 느낌이 좋습니다,22.04.21.
34248,원래 이거 쓰다가 다른 치약 잠깐 썼더니 다시 생각나서 돌아왔어요ㅠㅠ 앞으로는 한눈 안팔거에요,22.04.20.
34249,맛이 달달해서 양치할 때 기분 좋아요 제가 잇몸이 약한데 얇은 잇몸에 좋대서 사봤어요 사용감이 순합니다,22.04.20.
34250,처음 사용할 땐 단맛이 싫었는데 이젠 적응이 됐습니다. 품질 좋고 가격 저렴해서 계속 쓰게 됩니다.,22.04.20.
34251,순하고 잘 닦이는 것같아서 종종 사는 제품입니다~^^,22.04.20.
34252,애 어른 구분없이 같이 사용할수있어 좋아요~^^,22.04.20.
34253,배송 빠르고 사용 기간도 길어서 좋아요,22.04.20.
34254,좋아요. 애터미 치약만 사용해요,22.04.20.
34255,좋아요 늘 쓰던거라 구매해요~,22.04.20.
34256,유통기한도 길고 좋네요ㅎㅎ,22.04.20.
34257,남편 아침식사 입니다ᆢ,22.04.20.
34258,무난하게 좋아요 부모님이 암웨이 치약 좋아하셔서 대량구매했어요,22.04.20.
34259,배송도빠르고저렴해요,22.04.20.
34260,안텁텁하고 개운해요,22.04.20.
34261,가격대비 좋은 제품입니다 꾸준히 사용하고 있습니다,22.04.20.
34262,시원하고 좋아요 애터미 치약 자주 이용할 것같아요,22.04.20.
34263,배송 빠르네요..가격도 저렴합니다.,22.04.20.
34264,배송빨라요 빨라요 팔라요 빨라요,22.04.20.
34265,애터미 치약 지인추천으로 사게 됐어요 청량감 좋네요,22.04.19.
34266,맵지 않아서 좋아요 달달하면서 시원합니당,22.04.19.
34267,항상쑤던거 여기가 젤 저렴합니다 조아요,22.04.19.
34268,맛도 향도 만족함 입이 개운해서 좋아요,22.04.19.
34269,항상 애용하는 제품입니다 좋아요,22.04.19.
34270,애터미치약은 진리입니다,22.04.19.
34271,gsndjfkfbdkmen,22.04.19.
34272,늘 쓰는 제품여서 믿고 구매합니다,22.04.18.
34273,"꾸준히 잘 쓰고 있습니다
좋아요~",22.04.18.
34274,치약은 항상이것만 써요잘쓸께요,22.04.18.
34275,항상잘쓰고있어요 아주조아요,22.04.18.
34276,좋아요 자주이용중이에요,22.04.18.
34277,처음써밨는댕 좋아용,22.04.18.
34278,항상 사용하는거에요,22.04.18.
34279,상쾌하니 좋습니다!!,22.04.18.
34280,항상 쓰는 치약~~~,22.04.18.
34281,좋아요계속 이치약만 사용할것같아요!,22.04.18.
34282,늘쓰던거에요.늼 좋습니당♡♡,22.04.18.
34283,늘 이 것 만 써 요,22.04.18.
34284,애터미치약 사용할때 거품도 알맞게 나고 사용후 입안이 전체적으로 시원한 느낌이 나서 좋네요,22.04.17.
34285,"잇몸이 약해서 항상쓰는 제품입니다
이가 덜시려워요",22.04.17.
34286,맵지 않고 상쾌해서 아이들도 쓰기 좋습니다.,22.04.17.
34287,늘 사용하는거라 거부감없이 잘씁니다.,22.04.17.
34288,느낌이나서 좋고 향도 좋아요,22.04.17.
34289,아직 초반이라 잘 모르겟어요,22.04.17.
34290,상쾌한 향이 좋아요,22.04.17.
34291,이시림 때문에 사용하기 시작해서 몇년째 사용중이니다 항상 만족합니다 많이파세요,22.04.17.
34292,좋다고해서사용해볼려고요... 사용해보고좋으면신청의사있어요,22.04.17.
34293,다쓰고 재구입ㅋㅋㅋ,22.04.17.
34294,"일찍 주문했더니
빠르게 배송됐습니다.

과거에 사용해소고 좋아서 구매해봤어요",22.04.16.
34295,"양치질후 개운하고 애터미치약을쓴후로는
스켈링을 거의 받지않고있습니다",22.04.16.
34296,입 속 잔여감 없이 닦이고 가격도 착해서 완전만족,22.04.16.
34297,예전에 쓰고 괜찮아서 주문하게 됐어요,22.04.16.
34298,다 떨어져서 칫솔이랑 같이 샀어요~,22.04.16.
34299,맵지않고 텁텁하지 않고 아이들 까지 함께 쓸 수 있어 항상 사용 하는 치약이에요,22.04.16.
34300,화한 느낌은 덜하지만 개운해요,22.04.16.
34301,순하고 좋아요 계속 쓰는 제품,22.04.16.
34302,좋아요~~~~~~~~👍👍👍👍,22.04.16.
34303,초딩 아이와 같이 온가족이 사용해요..불소함량이 유아치약보다 낮아요...아이도 처음엔 맵다더니 이제 잘쓰네요...,22.04.15.
34304,"항상쓰는 치약이예요
다쓰면 재구매예정입니다~~~^^",22.04.15.
34305,"센소다인만 몇년쓰다 이번에 바꿔봤는데

개운하고 좋아요 입안이 껌씹는거같아요",22.04.15.
34306,아직 안써봤는데 좋다고 하니 잘 써보겠습니다,22.04.15.
34307,배송도 빠르고 저렴한가격에 잘 구매했습니다~,22.04.15.
34308,너무 좋죠..매번 주문해서 잘 쓰고 있어요,22.04.15.
34309,항상 쓰고있는 제품입니다. 향이좋아요~ 닦이는건 잘 모르겠어요 만족합니다,22.04.15.
34310,강하지않아서계속사용하게되는치약,22.04.15.
34311,세번째 구매인데 잘쓰고 있어요.,22.04.15.
34312,써보니 좋아요. 만족입니다,22.04.15.
34313,치약좋아요.믿고구입해요,22.04.15.
34314,싸고 좋아요 항상써오,22.04.15.
34315,치약도 맘에 들고 튜브도 절약형이라 맘에 듬니다,22.04.15.
34316,"잘 사용 중입니다
항상 사용하는 제품 좋아요",22.04.15.
34317,"애터미치약 사용감도 좋고 애터미믿고 사용합니다, 잘쓰겠습니다",22.04.15.
34318,치키치키차카차카초코초코초,22.04.15.
34319,"좋아요
좋아요",22.04.15.
34320,늘 사용하던것으로 양치후에도 입안에서 상쾌한 느낌이 있고 개운해서 치약중에는 제일 괜찮은것 같아요. 비싼 마비스보다 더 좋은 듯.,22.04.14.
34321,상품평들이 괜찮다고해서 구매일단써봐야 알겠습니다,22.04.14.
34322,"안 맵고, 향도 강하지 않아서 잘 써오던 치약입니다:)",22.04.14.
34323,향기가 좋아요. ㄱ계속 구매하는 제품입니다.,22.04.14.
34324,잘 닦이고 괜찮아서 몇년째 쓰고 있어요~,22.04.14.
34325,오렌지?향이나는 산뜻한치약입니다,22.04.14.
34326,깔끔하고 좋네요! 계속 쓸거 같아요,22.04.14.
34327,"잘사용하고있어요
애터미만 씁니다",22.04.14.
34328,잘사용하고 있어요 감사합니다,22.04.14.
34329,애터미 치약플러스 참 좋아요.,22.04.14.
34330,몇년째 사용하는제품입니다,22.04.14.
34331,리뷰가 많아 구입해봤어요,22.04.14.
34332,꾸준히 사용한제품 좋아요,22.04.14.
34333,이거쓰면 다른치약 못써요,22.04.14.
34334,매번쓰는제품이랍니당,22.04.14.
34335,항상 쓰는건데 좋네요~,22.04.14.
34336,배송빠르고 만족 추천,22.04.14.
34337,유효기간이 길어서 굿,22.04.14.
34338,한번 써보고 다른 치약은 못씀...ㅋㅋㅋ,22.04.14.
34339,자극적인 향도 아니고 온 가족이 이 치약 사용 중이에요 ㅎㅎ 상쾌하고 좋아요,22.04.13.
34340,"예민한 딸아이가 써보고 싶다고해서,구매합니다.맘에 들어했으면,좋겠네요.",22.04.13.
34341,애터미제품사용한것중에서가장맘에들어요개운하고잇몸에효과도있구요,22.04.13.
34342,"계속 쓰다가 다른 제품으로 잠시 바꿨는데 시린이에는 이 치약이 최고로 잘 맞는것 같아요
이제는 다른 치약은 사용못할것 같아요
가성비 최고에요 양도 많구요~^^",22.04.13.
34343,저희 집이 애터미 치약만 쓰는데 너무 저렴해서 바로 구매 했습니다 배송도 빠르고 너무 좋네요!,22.04.13.
34344,사용감도 좋고 유통기한도 넉넉하고 상태도 아주 좋아요!,22.04.13.
34345,"항상 쓰는 치약이예요
배송도 빠르고 좋았어요",22.04.13.
34346,치약찾던중애터미평가가좋아서구매했어요쓰보고괜찮아면계속구매할께요,22.04.13.
34347,애터미 치약만 몇년째 사용중예요.다른 제품 사용하다가 결국은 애터미로 돌아오게되요.입안 깔끔하고 개운해서 좋아요.,22.04.13.
34348,애터미치약이 정말 좋은거 같아요 입냄새도 안나게 하고 자극적이지 않고 좋아요,22.04.13.
34349,계속 애터미 치약만 사용할것 같아요,22.04.13.
34350,마음에 들어서 재구매 예정입니다.,22.04.13.
34351,계속 쓰던애터미치약 또잘쓸께요,22.04.13.
34352,계속 사용중입니다. 아주 좋아요,22.04.13.
34353,넘 좋아요 몇년째 쓰고 있네요,22.04.13.
34354,구취제거에 효과적입니다~^^,22.04.13.
34355,꾸준히 쓰는 치약 괜찮아요,22.04.13.
34356,잘쓰고 있어요 부드러워요,22.04.13.
34357,"좋아요
잘 쓸께요 착한가격",22.04.13.
34358,상쾌하고깨끗한것같아요,22.04.13.
34359,배송이 매우 빨라요,22.04.13.
34360,좋아요!!!! 대용량,22.04.13.
34361,저렴하게 잘 구매했습니다. 구매평보고 믿고 샀어요,22.04.13.
34362,애터미 치약 믿고 쓰는 제품입니다.만족합니다.,22.04.13.
34363,쓰던 치약인데 치약만 살 수 있어 좋아요,22.04.13.
34364,저희 부모님이 이거 쓰시고 잇몸에 피가 안난다고 하셔서요 좋은 것 같아요 저도 꾸준히 쓰려구요 ㅎㅎ 잘 쓸게요~,22.04.12.
34365,좋다고 해서 구매 했는데 기대만큼 좋은 제품이였음 좋겠습니다,22.04.12.
34366,계속해서 이 제품만 사용하고 있습니다자극 없고시원하고냄새도 나쁘지 않아요예민한 저에게는 딱 좋습니다추가 구매할 예정입니다,22.04.12.
34367,배송 빠르고 상품 잘 사용 하고 있습니다.,22.04.12.
34368,치약.칫솔은 애터미만 쓴답니다,22.04.12.
34369,늘 쓰던건데 싸게 잘 샀어요,22.04.12.
34370,처음 사용하는데 괜찬네요,22.04.12.
34371,배송이 마니 느리네요,22.04.12.
34372,양도 많고 개운해요^^,22.04.12.
34373,치약중에 애터미치약이 제일 맛있는 것 같아요 :),22.04.12.
34374,"특히 빠른 배송과 정확한 상품전달에 아주 만족하고,제품에 대한 신뢰로 계속 구매해서 사용하고 있는 제품입니다.",22.04.12.
34375,빨은배송 감사합니다,22.04.12.
34376,"달달해요.
썼던 제품이라 믿고 구입했어요.
부드럽게 잘 닦여요",22.04.11.
34377,주변에서 좋다고 해서 구입 했는데 써보니까 좋아요,22.04.11.
34378,잘받았습니다 늘 쓰던거라 세일할때 쟁여놓네요,22.04.11.
34379,가격 착하고 청량감 좋아서 3년째 사용중입니다,22.04.11.
34380,워낙유명해서 사봤는데 잘모르겠네요,22.04.11.
34381,거품이 잘나고 아이도 같이 잘 써요,22.04.11.
34382,배송빠르고 안전한포장 맘에들어요,22.04.11.
34383,잘사용하고있습니다 수고하세요,22.04.11.
34384,당분간 치약 살일은 없겠네요.,22.04.11.
34385,잘 쓸게용!!! 한상 쓰던거!!,22.04.11.
34386,잘 도착했어요 좋아요!ㅎㅎ,22.04.11.
34387,믿고 쓰는 애터미입니다,22.04.11.
34388,초등아이도ㅜㅜ잘써요^^,22.04.11.
34389,좋네요 잘쓰고있습니다,22.04.11.
34390,"배송 빠르게 잘받았습니다
잘쓰겠습니다",22.04.11.
34391,궇,22.04.11.
34392,애터미 치약도 너무 유명하고 좋지요 자극적이지않아 좋습니다.,22.04.10.
34393,애터미 제품이 좋은건 모두 알고있죠 역시 개운하고 좋아요,22.04.10.
34394,깔끔하고 질 좋은 제품~ 빠른 배송! 항상 믿고 사용합니다,22.04.10.
34395,저희 애들이 좋아해서 이 제품만 써요 감사합니다,22.04.10.
34396,"배송도 빠르고 제품포장도 굳입니다
번창하세요.",22.04.10.
34397,자주쓰는 치약이고 깔끔하니 좋은거같아요,22.04.10.
34398,항상 애터미.치약만.써여 좋아요 ㅎㅎ,22.04.10.
34399,"안 매워서 순하고,
잘 닦이고 좋아요.",22.04.10.
34400,애터미 치약은 가성비가 좋아요,22.04.10.
34401,항상 사몽중인 제품이예요,22.04.10.
34402,향도좋고 깔끔합니다.,22.04.10.
34403,배송이 빠르고 좋아용,22.04.10.
34404,처음 구매후 아주 괜찮아서 재구매해서 사용합나다,22.04.10.
34405,항상 사용하고 있어요 시원한 느낌이고 뽀득하게 잘 닦여요,22.04.09.
34406,너무 화하지도 않으면서 개운한 치약 입니다 강추드림,22.04.09.
34407,늘 쓰고 있어요. 입안이 깔끔해져서 좋아요.,22.04.09.
34408,"이젠 습관이돼서 딴거 살 생각을
못합니다^^ㅎ",22.04.09.
34409,찾아요.이거만 ㅋ그래서 늘 이걸 주문해요...,22.04.09.
34410,좋아요. 급히 주문했는데 빠른배송 굿,22.04.09.
34411,애터미 좋아요 자주 애용합니다,22.04.09.
34412,"항상 쓰던제품이에요~
아이들과 같이써도 너무좋은 아이템입니다ㅎㅎ",22.04.09.
34413,저렴하게 잘쓰고잇습니다ㅎ,22.04.09.
34414,항상쓰던 치약 좋아요,22.04.09.
34415,안맵고 좋아여~~!,22.04.09.
34416,"제품잘받았습니다
사용해보니 입안이상쾌합니다
재구매 100%입니다^^
수고하세요",22.04.09.
34417,전에쓰던건 플러스가 아니였는데 플러스도 괜찮겠죵 써볼게요~,22.04.09.
34418,요제품 만 써요 다른제품은 못쓰겠어요~,22.04.09.
34419,"대한민국 대표 치약 에터미 10년 가까이 이제품만
써옵니다 다른건 못쓰겠네요",22.04.08.
34420,좋아요 꾸준히 계속 사용하려구요,22.04.21.
34421,늘 잘 사용하고 있습니다 굳굳^^,22.04.21.
34422,적극적이지 않고 아주 좋네요,22.04.21.
34423,배송빠르고 싸게 잘삿어요,22.04.21.
34424,배송도 빠르고 저렴하네요,22.04.21.
34425,깔끔하고 향이 좋아요.,22.04.21.
34426,쓰던거라 잘 쓸께요,22.04.21.
34427,잘 산것 같습니다. 사용후 산뜻한 느낌이 좋습니다,22.04.21.
34428,원래 이거 쓰다가 다른 치약 잠깐 썼더니 다시 생각나서 돌아왔어요ㅠㅠ 앞으로는 한눈 안팔거에요,22.04.20.
34429,맛이 달달해서 양치할 때 기분 좋아요 제가 잇몸이 약한데 얇은 잇몸에 좋대서 사봤어요 사용감이 순합니다,22.04.20.
34430,처음 사용할 땐 단맛이 싫었는데 이젠 적응이 됐습니다. 품질 좋고 가격 저렴해서 계속 쓰게 됩니다.,22.04.20.
34431,순하고 잘 닦이는 것같아서 종종 사는 제품입니다~^^,22.04.20.
34432,애 어른 구분없이 같이 사용할수있어 좋아요~^^,22.04.20.
34433,배송 빠르고 사용 기간도 길어서 좋아요,22.04.20.
34434,좋아요. 애터미 치약만 사용해요,22.04.20.
34435,좋아요 늘 쓰던거라 구매해요~,22.04.20.
34436,유통기한도 길고 좋네요ㅎㅎ,22.04.20.
34437,남편 아침식사 입니다ᆢ,22.04.20.
34438,무난하게 좋아요 부모님이 암웨이 치약 좋아하셔서 대량구매했어요,22.04.20.
34439,배송도빠르고저렴해요,22.04.20.
34440,안텁텁하고 개운해요,22.04.20.
34441,가격대비 좋은 제품입니다 꾸준히 사용하고 있습니다,22.04.20.
34442,시원하고 좋아요 애터미 치약 자주 이용할 것같아요,22.04.20.
34443,배송 빠르네요..가격도 저렴합니다.,22.04.20.
34444,배송빨라요 빨라요 팔라요 빨라요,22.04.20.
34445,애터미 치약 지인추천으로 사게 됐어요 청량감 좋네요,22.04.19.
34446,맵지 않아서 좋아요 달달하면서 시원합니당,22.04.19.
34447,항상쑤던거 여기가 젤 저렴합니다 조아요,22.04.19.
34448,맛도 향도 만족함 입이 개운해서 좋아요,22.04.19.
34449,항상 애용하는 제품입니다 좋아요,22.04.19.
34450,애터미치약은 진리입니다,22.04.19.
34451,gsndjfkfbdkmen,22.04.19.
34452,늘 쓰는 제품여서 믿고 구매합니다,22.04.18.
34453,"꾸준히 잘 쓰고 있습니다
좋아요~",22.04.18.
34454,치약은 항상이것만 써요잘쓸께요,22.04.18.
34455,항상잘쓰고있어요 아주조아요,22.04.18.
34456,좋아요 자주이용중이에요,22.04.18.
34457,처음써밨는댕 좋아용,22.04.18.
34458,항상 사용하는거에요,22.04.18.
34459,상쾌하니 좋습니다!!,22.04.18.
34460,항상 쓰는 치약~~~,22.04.18.
34461,좋아요계속 이치약만 사용할것같아요!,22.04.18.
34462,늘쓰던거에요.늼 좋습니당♡♡,22.04.18.
34463,늘 이 것 만 써 요,22.04.18.
34464,애터미치약 사용할때 거품도 알맞게 나고 사용후 입안이 전체적으로 시원한 느낌이 나서 좋네요,22.04.17.
34465,"잇몸이 약해서 항상쓰는 제품입니다
이가 덜시려워요",22.04.17.
34466,맵지 않고 상쾌해서 아이들도 쓰기 좋습니다.,22.04.17.
34467,늘 사용하는거라 거부감없이 잘씁니다.,22.04.17.
34468,느낌이나서 좋고 향도 좋아요,22.04.17.
34469,아직 초반이라 잘 모르겟어요,22.04.17.
34470,상쾌한 향이 좋아요,22.04.17.
34471,이시림 때문에 사용하기 시작해서 몇년째 사용중이니다 항상 만족합니다 많이파세요,22.04.17.
34472,좋다고해서사용해볼려고요... 사용해보고좋으면신청의사있어요,22.04.17.
34473,다쓰고 재구입ㅋㅋㅋ,22.04.17.
34474,"일찍 주문했더니
빠르게 배송됐습니다.

과거에 사용해소고 좋아서 구매해봤어요",22.04.16.
