,내용,날짜
1092,너무 강하지 않고 쓰기 괜찮아요.,21.11.16.
1093,잘쓰고있어요?개운하니 좋아요?,21.11.16.
1094,저렴한 가격에 구입했네요. 입안이 상쾌하고 허브향기가 좋아요.부담없이 가족모두가 사용합니다. 계속 구매해서 사용합니다.,21.11.16.
1095,저렴하고 좋아요~^^,21.11.16.
1096,죽염 좋아요...?,21.11.16.
1097,가격이 우선 너무 만족스럽고 세정력도 만족합니다,21.11.16.
1098,빠른 배송과 경제적인 좋은 상품 감사합니다.,21.11.16.
1099,민트와 허브 향기가 은은하게 나는데 개운하고 좋네요,21.11.15.
1100,상쾌해서 좋아요 다 쓰면 재구매하러 올게요,21.11.15.
1101,죽염 치약만 쓰는 저는 너무 좋아해요,21.11.15.
1102,"만족해요
저렴하게 많이 구매했어요",21.11.15.
1103,개운하고 깔끔해서 제일 많이 써요,21.11.15.
1104,잇몸에 좋아 자주 사용하는 제품,21.11.15.
1105,이빨 닦고 시원하고 개운삽니다,21.11.15.
1106,입 안이 개운해지는 기분이에요,21.11.15.
1107,편하게 택배로 잘받았습니다,21.11.15.
1108,너무 좋아요! 만족합니다! 좋은 제품 저렴하게 구매했어요!^^강추합니당^^,21.11.15.
1109,저렴하게 구매해서 좋아여,21.11.15.
1110,상쾌해요 또구매할께요,21.11.15.
1111,치약은이건만한게없죠,21.11.15.
1112,참좋아요,21.11.15.
1113,조아요,21.11.15.
1114,빠른배송에 감사합니다.,21.11.15.
1115,저렴한 가격에 잘샀습니다. 저렴한 메디안 쓰다가 지겨워서 바꿨습니다.,21.11.15.
1116,좋습니다.좋습니다 ~,21.11.15.
1117,"항상 쓰는 치약이예요
적당히 화하고 끝맛이 개운해요",21.11.14.
1118,죽염 내추럴프레쉬 허브 치약 160g 9개 좋아요 ㅎㅎ,21.11.14.
1119,싸게 잘 샀어요. 배송 속도는 보통입니다.,21.11.14.
1120,아직 써 보지 못했지만 가격 좋아서요,21.11.14.
1121,젤 좋아하는 죽염 치약이요 ㅋㅋ,21.11.14.
1122,파손된거없이 잘왔고 잘쓸께요,21.11.14.
1123,저렴한 가격에 배송도 빨라요,21.11.14.
1124,잘딱여지고 개운한거 같아요,21.11.14.
1125,주문하고 이제 처음 써보았는데 상쾌하고 개운해요 맵지 않아서 좋아요,21.11.14.
1126,가성비 좋아요 굿입니다,21.11.14.
1127,향도 좋고 개운하네요,21.11.14.
1128,저렴하게 편하게 쓰기좋아요,21.11.14.
1129,죽염 네추럴프레쉬허브 치약 160g x 9개배송출발하고 다음날 잘 받았습니다.당분간 치약 걱정은 없겠네용.많이 파세용~,21.11.13.
1130,늘 사용하는 제품 저렴하게 잘 샀답니다~,21.11.13.
1131,집에 쟁여 놓고 쓰려구 구입 합니다.,21.11.13.
1132,양도 많고 항상 쓰는 제품입니다,21.11.13.
1133,저렴한 가격에 잘쓸게요,21.11.13.
1134,"상품 잘 받았습니다. 가격 저렴하고, 배송 빠르고, 유통기한 길고, 전반적으로 만족스럽습니다.",21.11.13.
1135,항상 쓰는 제품입니다.,21.11.13.
1136,ㅂㅐ송빠르고 좋아요^^,21.11.13.
1137,사랑해요 엘지,21.11.13.
1138,9개나오니 당분간은 치약 걱정 없을거 같네요. 너무 좋아요~잘 쓸게요. 배송도 빠르네요.,21.11.13.
1139,배송빠르고 저렴하네요 좋숩니두 ㅎㅎ 많이파세요 ㅎㅎ 또살게요,21.11.13.
1140,빠른배송감사합니다감사,21.11.13.
1141,배송이 조금늦었지만 급히 필요한게 아니어서..포장이 낱게로 되어 왔네요.예전에서 묶여져 있는 상태로 온거 같은데,21.11.12.
1142,배송도 빠르고 저렴하게 잘샀네요.예전 죽염보다 향도 약한거 같고 좋습니다:),21.11.12.
1143,"죽염 ~치아에 좋을거같아요~
잘쓰겠습니다~",21.11.12.
1144,"죽염치약 좋아하는데
개운하네요",21.11.12.
1145,좋아요 재구매합니다~!^-^♡,21.11.12.
1146,죽염치약 알아주잖아요,21.11.12.
1147,좋은 가격 감사합니다,21.11.12.
1148,재구매할거예요 잘쓰고잇어요^^ 강추예요,21.11.12.
1149,스마일배송은 여러가지를 한꺼번에 받아서 좋긴한데 요즘은 배송이 느려서 좀 그렇네요,21.11.12.
1150,물건받았어요물건받았어요,21.11.12.
1151,엄마가 찾으셔서 사드렸는데 마트에서 그냥 사면 비싼데 좋은 가격에 잘 샀네요. 배송은 빠른 편은 아니었지만 당장 급하게 필요해서 산 건 아니었어서 괜찮았습니다. 죽염치약 치고 짠맛보다는 박하맛이 더 많이 나는 것 같아서 개인적으로 일반 죽염치약보다는 더 사용하기 좋았습니다.,21.11.11.
1152,"상쾌하고 짜지않아서 잘 쓰고 있습니다~!!
저렴히 잘 구매했어요!!",21.11.11.
1153,죽염치약 사재기합니다!! 이거 쓰다가 다른건 못쓰겠더라구여ㅎ,21.11.11.
1154,"빠르게, 편하게 잘받었어요.
일반 치약하고 똑같아요.",21.11.11.
1155,싸게잘샀어요. 죽염이 나름상쾌할것같아서구매,21.11.11.
1156,항상 쟁겨놓고 사용합니다.허브향이 좋아요.,21.11.11.
1157,죽염치약 상쾌하고 개운해서 좋아요.,21.11.11.
1158,"항상쓰는 제품입이다

재구매했어요",21.11.11.
1159,양도 많고 상쾌하게 양치하네요,21.11.11.
1160,순해서 좋네요.재구매합니다.,21.11.11.
1161,배송도 빠르고 잘 받았습니다,21.11.11.
1162,저렴하게 잘 구매했습니다~,21.11.11.
1163,가격대비 정말 좋아요,21.11.11.
1164,가격대비 괜찮아요.,21.11.11.
1165,"가격적인면도 괜찮고,
향이 너무 강하지도, 맵지도 않아 사용하기에 괜찮습니다.",21.11.11.
1166,가격좋고 두고두고 쓰는 필수품으로 좋아요,21.11.11.
1167,"잘받았습니다. 감사합니다.
오랜동안 이 제품만 씁니다",21.11.11.
1168,잘받았습니다 감사합니다,21.11.11.
1169,가성비 최고에용 굿굿굿,21.11.11.
1170,죽염치약이라 세정력도 좋고 무엇보다 강한죽염향도 없어서 세일할때 사서 쟁여두고 쓰고 있어요,21.11.10.
1171,딜로 저렴히 구매했어요.그런데 유통기한을 보는데 한눈이 들어오게 찍어 주시면 좋겠습니다.유통기한 닐짜를 읽는데 한참 걸립니다.왜 이렇게 숫자를 마킹 했을까 싶어요???,21.11.10.
1172,정말 잘 받았습니다 던지시느라 얼마나 힘드셨을까요.....,21.11.10.
1173,부모님께서 항상 쓰시는 제품입니다. 좋다고 하시네요~,21.11.10.
1174,"늘 사용하는 치약입니다
지에스가 제일 싸고 좋아요",21.11.10.
1175,입안가득 허브향이 남아있어 기분좋고 상쾌합니다,21.11.10.
1176,배송도 빠르고 품질도 쓸만해요 싸게 잘샀어요,21.11.10.
1177,"배송도 빠르고, 늘 사용하는 치약입니다.",21.11.10.
1178,항상 구매하는 제품이에요,21.11.10.
1179,항상 잘 쓰고 있습니다,21.11.10.
1180,입냄새 제거에 탁월해요,21.11.10.
1181,향이좋아요.,21.11.10.
1182,상쾌합니다최곱니다,21.11.10.
1183,긋,21.11.10.
1184,용량도 많고 가격도 착한 좋은 제품에 만족합니다.,21.11.09.
1185,쿠폰으로 저렴한가격에 구매했어요,21.11.09.
1186,처음 쓰는 치약이라 기대가 큼니다.,21.11.09.
1187,저렴하게 아주 잘 살습니다~👍,21.11.09.
1188,저렴한 가격에 잘 산 것 같아요.,21.11.09.
1189,아직 사용전입니다 좋길 바래요,21.11.09.
1190,이를닦으면 입안이 상쾌하네요,21.11.09.
1191,가격이 싸고 품질이 좋습니다.,21.11.09.
1192,잘 구매한것 같아요,21.11.09.
1193,가격대비 괜찮아요?,21.11.09.
1194,만족,21.11.09.
1195,저렴하게 잘 사용하고 있습니다. 감사합니다.,21.11.09.
1196,"빠른배송 좋았습니다
가격도 착합니다",21.11.09.
1197,배송 빠르기 good가격도 good,21.11.09.
1198,죽염 죽염 죽염이라 삼,21.11.09.
1199,항상 여기서 주문하게 되네요. 가격도 좋고 배송도 빨라요,21.11.08.
1200,계절이 차거워질수록 이가 시려서 주문했어요효과있겠죠?,21.11.08.
1201,죽염치약을 주로 쓰는 편인데 입안이 상쾌해서 좋아요.약간의 허브향도 있어 양치 후 개운한 느낌이 좋아요.이번엔 가성비도 좋아 오래쓸것 같아요.^^,21.11.08.
1202,양치하고 나니 죽염이라 그런지 개운하네요,21.11.08.
1203,죽염 내추럴 후레쉬허브 알파치약 160g 3개,21.11.08.
1204,평소에 쓰던 제품이라 잘쓰고있어요,21.11.08.
1205,배송도 빠르고 저렴하게 잘샀어요~,21.11.08.
1206,윗몸관리에죽염이좋은것같아요,21.11.08.
1207,빠른 배송과 가격에 만족합니다,21.11.08.
1208,죽염치약 늘 애용하고 있어요~~,21.11.08.
1209,만족스러워요 감사합니다,21.11.08.
1210,싸고 잘산것같아요~~,21.11.08.
1211,깔끔한향입니다.,21.11.08.
1212,깔끔한게 좋아요,21.11.08.
1213,치약을 바꿔가면서 구입하는데 이번에 죽염치약사봤어요,21.11.08.
1214,잘받았습니다 감사합니다,21.11.08.
1215,행사해서 저렴하게 구입했습니다,21.11.07.
1216,마트보다 저렴하네요. 좋아요,21.11.07.
1217,치약 저렴하게 많이 쟁여 나서 좋아요. 그람수도 넉넉하게 들어 있네요.,21.11.07.
1218,잘 받았습니다 배송도 빠르고 유통기한도 넉넉하고 좋아요 다음에 또 주문할게요 수고하세요,21.11.06.
1219,죽염치약이지만 짠맛은 강하지않네요 잘 쓸께요,21.11.06.
1220,오래동안사용하는제품입니다늘만족스럽고사용시입안이개운하고좋네요.,21.11.06.
1221,"ㄱㅐ운해서이것만쓰고있어요,",21.11.06.
1222,죽염치약이 젤낫더라고요,21.11.06.
1223,빠른 배송 잘 받았습니다,21.11.06.
1224,저렴하게구매했어요~~,21.11.06.
1225,네?개운함이 오래가요,21.11.06.
1226,상쾌한 느낌이 좋아요,21.11.06.
1227,넉넉히 재고 충전,21.11.06.
1228,배송 빠르게 잘 받았어요~~ 저렴하게 잘 구매했어요~ 잘 쓸게요~~,21.11.06.
1229,"포장은 아쉽네요, 향 개운함은 오래가지 않네요",21.11.06.
1230,잘 받았습니다. 늘 쓰는 치약입니다.,21.11.06.
1231,배송이 엄청 빨리왔습니다! 물건도 꼼꼼하게 배송오고 만족합니다.,21.11.06.
1232,괜찮네요 괜찮네요,21.11.06.
1233,생활용품을 미리 구비해놓고 사용하는 스타일 이어서 다른상품과 같이 주문해서 받았습니다. 아직은 사용전이긴하지만 잘사용할거 같아요,21.11.05.
1234,"오리지날이 없어져서 허브 구매해봅니다
좋을것 같아요
배송은 빠르고 좋습니다",21.11.05.
1235,가성비 최고예요! 항상 쟁여두고 쓰는 치약,21.11.05.
1236,"죽염성분이 입안을 개운하게해주며 상쾌하게
닦아줘 개운합니다
항상 사용하는 제품이고 좋아요",21.11.05.
1237,늘 쓰고 있는제품 세일해서 쟁여놓아요~~,21.11.05.
1238,항상 사용하는 치약이에요,21.11.05.
1239,쿠폰사용 저렴해서 좋아요,21.11.05.
1240,저렴하지만 품질 좋아요,21.11.05.
1241,용량도 많고 좋네요^^,21.11.05.
1242,잘 쓰고있어요~~~,21.11.05.
1243,"이 치약만 사용한지...벌써 3년이 되어가네요 유명한 멜××× 치약도 사용해 보고
암×× 치약도 사용해 보았지만...
역시 우리나라 치약이 최고네요^^
이닦은 뒤의 개운함이 참 좋습니다~",21.11.05.
1244,가성비 굿,21.11.05.
1245,상쾌하니 좋아요..무난하게 온가족 같이 쓸수 있어 좋아요.,21.11.05.
1246,"잘받았습니다, 감사합니다.",21.11.05.
1247,"짜지 않고 좋다네요 울서방이 ㅋ
남자들 상품평이 이정도네요
전 이가 시려 센소다인을 사용하는지라",21.11.04.
1248,"가격.배송 모두 만족하는 제품입니다.
3번째 재구매",21.11.04.
1249,좋은 제품을 저렴하게 구입 할 수 있어서 좋아요,21.11.04.
1250,빠른 배송과 더불어 가성비가 좋은거 같습니다,21.11.04.
1251,항상 20800 진지발리스 치약만 쓰다가 죽염치약으로 바꿔봅니다 잘사용할게요,21.11.04.
1252,좋은 제품을 저렴하게 구입하서 좋아요,21.11.04.
1253,저렴한 가격에 구입 입안이 깔끔해요,21.11.04.
1254,써본 치약중 제일 좋은거 같아요.,21.11.04.
1255,치약 맛도 좋고 재구매 해야겠다.,21.11.04.
1256,좋아하는 치약 저렴하게 빠르게,21.11.04.
1257,싸게 잘 사서 잘 쓰고 있어요.,21.11.04.
1258,늘쓰던거라 개운하고 좋아요,21.11.04.
1259,상쾌해서 쓰기가 참 좋아요,21.11.04.
1260,"굿 좋아요
재구매의사있음",21.11.04.
1261,가격이 착해서 넘 좋아요,21.11.04.
1262,양도 많아서 좋네요ㅔ,21.11.04.
1263,빠른배송 만족합니다,21.11.04.
1264,싸게 잘 구매했어요,21.11.04.
1265,이제품만 사용해요.,21.11.04.
1266,매번 이제품만 써요,21.11.04.
1267,입안이 개운합니다,21.11.04.
1268,죽염 내추럴 치약 저렴하게 잘샀습니다. 다른죽염보다 싸요,21.11.04.
1269,제가 저렴하게 사용하는 제품입니다. 좋아요. 특히 다른곳 보다 저렴한것 같아요.,21.11.04.
1270,항상 잘 쓰고있습니다. 감사합니다.,21.11.04.
1271,싸게 잘 샀어요.잘쓰고 있어요. 좋아요.,21.11.04.
1272,잘쓰고 있습니다 감사합니다,21.11.04.
1273,죽염치약 저렴하개구매해서 잘쓰고있읍니다 감사함니다 배송도진짜빠름니다 번창하새요 ♡♡♡♡♡,21.11.04.
1274,집에서 편하게 쓸 치약이 떨어져서 11절 맞이 잘 샀어요배송 정말 빠르게왔고 유통기한도 넉넉해서두고 잘 쓸 것 같아요!,21.11.03.
1275,치약 중 제일 개운하고 가격듀 착해서 조아요ㅠㅜ,21.11.03.
1276,치약은 이 제품만 주문해서 쓰고 있어요 ~,21.11.03.
1277,뽀극뽀득하니 좋아요 죽염맛도 상쾌해요,21.11.03.
1278,매우 저렴하게 구입해서 잘 쓰고 있어요,21.11.03.
1279,죽염치약도 좋고 배송도 빨랐어요.,21.11.03.
1280,늘 쓰던 제품인데 싸게 구입했어요,21.11.03.
1281,잘쓰고있습니다 추가구매할께요,21.11.03.
1282,좋아요 좋습니다. 과대포장빼곤,21.11.03.
1283,11절 행사로 싸게 잘 구입했어요,21.11.03.
1284,늘 쓰는것 좋아요 감사합니다,21.11.03.
1285,입안이 개운하여 만족합니다,21.11.03.
1286,"가격,배송 만족합니다.",21.11.03.
1287,중국에서 만들었네요,21.11.03.
1288,잘 사용하고 있어요,21.11.03.
1289,"가격도 저렴하고 용량도 넉넉하고
쟁여둡니다",21.11.03.
1290,너무 좋아요 좋아요,21.11.03.
1291,배송이 좀 느리긴 했지만.다른 곳에 비해 가격이 제일 괜찮았고.유효기간도 길어서 좋은 듯.추천~,21.11.02.
1292,일요일 저녁에 주문.화요일받았어요.배송 빨라요.남편이 좋아하는 죽염치약이예요.요걸로 양치한 이후 잇몸이 좋대요^^,21.11.02.
1293,"믿고쓰는 치약입니다
죽염이라 치아에는 좋을듯",21.11.02.
1294,너무 맵지않고 싸고 좋은제품,21.11.02.
1295,입안이 개운하고 좋아요,21.11.02.
1296,잘 쓸께요. 감사힙니다.,21.11.02.
1297,좋아요....,21.11.02.
1298,항상 쓰고 있는 제품입니다 배송이 너무 빨리 와서 그것도 참 좋았습니다 또 구매할 예정입니다,21.11.02.
1299,죽염 성분이 있어서 선택했는데 무난하게 사용합니다 저렴하게 잘 사용하고 있습니다,21.11.02.
1300,재구매합니다 좋아요 맘에 듭니다,21.11.02.
1301,잘받았습니다감사합니다,21.11.02.
1302,제일 무난하게 닦는 치약이에요. 슬림해서 잡기 편하고 입안이 상쾌해져요. 배송도 빠르고 좋은 제품입니다.,21.11.01.
1303,역시 페리오 엄청 시원하고 좋아요 싸게 잘샀어용,21.11.01.
1304,"스마일 배송 자주이용합니다
역시나 좋아요",21.11.01.
1305,저렴하게 적립금으로 구매 잘 했네요,21.11.01.
1306,가성비가 좋아서 구매했네요,21.11.01.
1307,온가족이 함께 쓰고 있습니다,21.11.01.
1308,늘쓰던거라 잘쓰벴습니다,21.11.01.
1309,싸고 화한 느낌도 좋아요,21.11.01.
1310,두말할 필요 없됴 무ㅓ,21.11.01.
1311,입냄새 안나서 좋아요,21.11.01.
1312,치약 좋아요,21.11.01.
1313,"왜 새제품이 아닌듯한 느낌이죠?
뚜껑도 열려있고 벗겨낼 비니루도 없고.
찜찜하네요. 누가 치약에다 독극물 이런거 묻힌건 아니겠죠.",21.10.31.
1314,배송은 좀 늦었지만 저렴한 가격에 잘 산거 같습니다.. 죽염 좋죠,21.10.31.
1315,잘 쓰고있어요 많이 구입해서ㅎㅎ 일년은 쓸듯 싶습니다ㅎ,21.10.31.
1316,"가격도 좋고 이 닦고 나서 상쾌하니 너무 좋아요!!!
가격 큰 변동 없는 한 계속 재구매 각입니당",21.10.31.
1317,굿굿!!계속 쓰던 거라 또 재구매했어요!!,21.10.31.
1318,가격도 저렴하고 배송도 무난해요,21.10.31.
1319,싸고좋아서 구매합니다,21.10.31.
1320,배송도 빠르고 좋아요~~,21.10.31.
1321,"착한가격에 잘 사용하고 있습니다.
만족합니다.",21.10.31.
1322,빠른배송 감사합니다. 잘쓸꼐요,21.10.31.
1323,가성비 최고. 배송속도 최고. 포장최고 3관광 제품 ~,21.10.31.
1324,가족들이 편안히 잘 사용하는 제품입니다 맛도 향도 거부감이 없어서 앞으로도 쭈~욱 애용할것 같습니다,21.10.30.
1325,적립금 사용해서 저렴하게 구입했어요~한번씩 선물감사하네요.,21.10.30.
1326,필요한때에 적절하게 배송해줘서 잘쓰고 있습니더,21.10.30.
1327,양치후 개운함과 향도 좋습니다.,21.10.30.
1328,저렴하게 잘 구매했습니다.,21.10.30.
1329,사용기한이 넉넉하네요!! 착한가격에 사용중입니다 ㅎㅎ,21.10.30.
1330,"무난하게 사용하기 좋은 죽염 치약~
211444482824444~!!!",21.10.30.
1331,빠른 배송과 포장도 튼튼해서 좋아요.향도 진하지않아 좋으네요.,21.10.29.
1332,배송 빠르고 가격도 저렴합니다,21.10.29.
1333,사용하기가 좋고 마음에 들어요,21.10.29.
1334,화장실에 쟁여두니 든든하네요,21.10.29.
1335,무엇보다 가격이 참 착합니다.,21.10.29.
1336,세정력도 좋고 개운합니다,21.10.29.
1337,가격싸고 좋습니다 좋아요,21.10.29.
1338,두번째 쓰는건데 좋아요~입이개운해요~계속주문할것같아요,21.10.29.
1339,항상 사용하는 제품이라 가격저렴할때 얼른 구매했어요. 포장상태가 조금 불성실하지만 제품이상은 없어 넘어갑니다.,21.10.28.
1340,아직 사용은 안했어요. 가격 좋아 구매한제품이에요.,21.10.28.
1341,할인해서 좋았고 써보니 죽염치약 좋네요~,21.10.28.
1342,저렴한 가격으로 잘 샀네요 배송도 빠름..,21.10.28.
1343,개운하네요 저렴하고 괜찮은거같습니다,21.10.28.
1344,아직 사용전이긴하지만 좋을것 같아요,21.10.28.
1345,착한가격에 구매후 잘쓰고 있습니다,21.10.28.
1346,"저렴하게 구입했어요
잘 쓸께요",21.10.28.
1347,항상 사용하고 있는 제품,21.10.28.
1348,"ㄱㅏ성비도 좋고
제품도 좋고
다 좋아요~",21.10.28.
1349,향도 상쾌하고 용량도 적당해요 가격 착해서 감사합니다,21.10.27.
1350,개운하고 양치한맛 나는 치약 쟁여뒀어요,21.10.27.
1351,죽염치약은 맛이 좋아 항상 만족합니다.,21.10.27.
1352,마음에드네요 잘 사용하고 있어요,21.10.27.
1353,재구매입니다ㆍ감사 ㅡ,21.10.27.
1354,개운하니 좋아요..,21.10.27.
1355,싸고 좋아요,21.10.27.
1356,항상 만족하고 사용하고 있습니다,21.10.27.
1357,엄마가 짭짤한 죽염 치약이 쓰고 싶다고 하셔서 샀어요. 마트 가면 3개짜리도 9천원 가까이 한다는데 저렴해서 좋아요~,21.10.26.
1358,시원하고 상쾌해서 항상 쓰는 제품이에요,21.10.26.
1359,가격 할인 해서 얼른 구매했어요좋이요,21.10.26.
1360,배송도빠르고 건강한 느낌이듭니다,21.10.26.
1361,늘 쓰던 제품이라 다시 주문했어요.,21.10.26.
1362,저렴하고 좋아요 쟁여놓고 씁니다.,21.10.26.
1363,주변에 추천할 만큼 만족합니다,21.10.26.
1364,항상 쓰던 거라 주문 했어요.,21.10.26.
1365,"만족합니다.

싸게 잘 샀어요~~",21.10.26.
1366,개운해서 자주 사용합니다,21.10.26.
1367,아니요 개운하지가 않아요,21.10.26.
1368,잘 포장되어 왔습니다,21.10.26.
1369,만족 합니당 !! ㅎㅎ,21.10.26.
1370,굿 좋아요,21.10.26.
1371,저렴한 가격으로 좋은 제품 구매합니다 사용감은 상쾌하고 개운합니다,21.10.26.
1372,특가일때 알맞게 구매해 사용하고 있는중이에요죽염치약 입안이 깔끔해짐이 느껴져요~,21.10.25.
1373,"향도 좋고 가격도 적당해서
온 가족이 잘 사용하고 있습니다",21.10.25.
1374,"사무실 집에 나눠놓았습니다
신랑이 죽염치약을 좋아해서요",21.10.25.
1375,자주사용하는 제품입니다.저렴히 잘샀어요,21.10.25.
1376,만족스러운 가격에 잘 구매했습니다..,21.10.25.
1377,죽염허브라 기대가 되네요.,21.10.25.
1378,늘구매합니다 정말 좋아서,21.10.25.
1379,상쾌하게 잘쓰겠습니다!,21.10.25.
1380,가격대비 만족스러워요,21.10.25.
1381,양치후 개운하고 개인적인 취향으로 민트향이 진해않아서 더 좋습니다.~^^,21.10.24.
1382,배송도 빠르구요 필요했는데 저렴하게 잘 샀어요 ㅎ.ㅎ,21.10.24.
1383,항상쓰는 제품으로 짜지 않고 상쾌산게 기분이 업됨,21.10.24.
1384,"좋은 제품에 가격도 저렴!!

배송 빠르고 좋아요.~!!!",21.10.24.
1385,항상 자주쓰는 치약입니다 좋아요,21.10.24.
1386,가성비 좋아요 감사합니다,21.10.24.
1387,상쾌하게 잘 쓰고 있습니다,21.10.24.
1388,저렴하니 잘 쓰고 있어요~,21.10.24.
1389,잘 사용하고 있어요.,21.10.24.
1390,너무너무좋아요요너무너무좋아요요,21.10.24.
1391,날짜가 좋네요. 양많고 저렴하고 배송은 빠르진않았지만 용인가능한 수준입니다. 갠적으로 송염보단 죽염이 낫더라고요.,21.10.23.
1392,다른 치약은 향이 강하고 구역 질을 많이해이 제품만 늘 쓰는 제품인데...다이소는 용량90에 가격은 1천원에 팔아요11번가에서 찾던중 160에 개당 1천원미만이라 구입했어요 가격도 만족 용량도 만족,21.10.23.
1393,너무 맵지 않아서 좋아요^^ 이미 10개는 넘게 사용했는데 계속 이것만 쓰게 되네요!ㅎㅎ,21.10.23.
1394,배송도 빠르고 마트보다 저렴하게 구입했어요,21.10.23.
1395,죽염치약을 좋아해서 다시구매하게 되었어요,21.10.23.
1396,쿠폰으로 치약 저렴하게 구매해서 좋네요.,21.10.23.
1397,"자주 사용하는 치약으로
개운하니 좋아요",21.10.23.
1398,"좋아요 개운하게 닦이고
가격도 좋네요",21.10.23.
1399,빠른 배송이 마음에 듭니다.,21.10.23.
1400,만족합니다. 상쾌한 느낌.,21.10.23.
1401,잘 받았는데 맘에 들어요,21.10.23.
1402,양치할때 너무 상쾌해요,21.10.23.
1403,향도 좋고 입안에 상쾌함이 오래가는듯 합니다잘 쓰겠습니다,21.10.23.
1404,배송빠르고 싸게 잘삿어용ㅎㅎ,21.10.23.
1405,죽염치약은 늘 사용했던 치약임.,21.10.23.
1406,네 괜찮아요 좋아요 추천.,21.10.23.
1407,"죽염 내추럴 후레쉬 허브치약 160g

▶선택: 01.죽염 내추럴 허브치약 160g",21.10.23.
1408,좋이요 ㅎㅎㅎㅎ,21.10.23.
1409,"가성비는 좋은반면 중국제품이라 좀 아쉽네요
표기를 좀 해주면 좋겠습니다",21.10.22.
1410,"빠른 배송, 가격대, 좋은 치약 잘 사용하겠습니다.",21.10.22.
1411,"아직 써보지는 않았지만,
상품평이 좋타고하니~",21.10.22.
1412,유효기간도 길고 많아서 기분좋아요,21.10.22.
1413,넘 많아요 ㅠ 언제 다쓰나~~,21.10.22.
1414,주문한 상품 잘 받았습니다,21.10.22.
1415,항상쓰는제품입니다.,21.10.22.
1416,감사합니다!,21.10.22.
1417,좋은 제품 저렴하게 구입했습니다. 감사합니다.,21.10.22.
1418,배송비 때문에 추가로 시켜서 너무많이 왔네요~~~ㅜㅜ,21.10.22.
1419,좋아요 좋아요~~~,21.10.22.
1420,"가격도 저렴하고 가족이 같이 쓰기엔 좋은거같아요ㅎ
배송은 보통이지만 잘쓸께요~",21.10.21.
1421,"상품평보고 구입했어요
가격에비해 품질도좋아서 만족해요",21.10.21.
1422,할인 판매 하길래 주문 했어요. 품질은 평범합니다.,21.10.21.
1423,싸게 잘 구매합니다 배송도 빠르고 잘받았어요!,21.10.21.
1424,가격이싸고 아주 만족해요 재구매 할것같아요,21.10.21.
1425,아직 사용전이라서 잘 모르겠습니다.,21.10.21.
1426,항상 사용하던 치약입니다. 좋아요,21.10.21.
1427,"치약성분이
대체적으로
좋음",21.10.21.
1428,마음에 들고 배송도 좋아요,21.10.21.
1429,생각보다 좋아요 ㆍ감사,21.10.21.
1430,죽염치약 없는집 없어요,21.10.21.
1431,상쾌하고 개운합니다,21.10.21.
1432,가성비 대비 짱입니다.죽염을 계속 사용해 본 입장이라 추천합니다.,21.10.21.
1433,대용량 죽염치약에 가격도 착합니다.강추합니다.,21.10.21.
1434,이것 저것 쓰다가 필요해서 구입했어요죽염 허브 좋을것 같아요전에 써본 경험이 있어서 다시 구입해놨네요양이 많아서 좋습니다.,21.10.20.
1435,죽염치약 향기가좋고 양치후개운해서마음에들어요 가격저렴하고 양도많고 치약도 좋아서 재구매하려고합니다,21.10.20.
1436,이제는 모든 생필품을 마트 갈 필요없이온라인으로 구매하게되요훨씬 저렴해요,21.10.20.
1437,"무난하게 쓰던제품입니다
향도 세지않고 맘에 들어요
쟁겨놓고 쓰기좋아요",21.10.20.
1438,싸게 샀어요. 양이 많아 오래 사용할수 있겠네요.,21.10.20.
1439,전에사려다가 못삿는데요번이더쌈ㅋ 맨날마트가서사다가할인된금액에 개이득,21.10.20.
1440,상품평은 사용해봐야 알겠지만 좋아보이네요,21.10.20.
1441,잘 안닦이는듯……거품만 너무 많이 나요….,21.10.20.
1442,향도 만족스럽고 제품도 개운해서 좋아요,21.10.20.
1443,가격도 착하고 품질도 나름 괜찮아요,21.10.20.
1444,잘 사용하고 있어요~ 좋습니다^^,21.10.20.
1445,치약이 똑 떨어져서 저렴한 가격에 잘 구입했어요~^^담에또 재구입할께요,21.10.20.
1446,전에 쓰던건데 또 삿어요,21.10.20.
1447,좋아요 마음에 들어요.,21.10.20.
1448,배송빠르고 좋아요 ^^,21.10.20.
1449,저렴하고 양 많어요,21.10.20.
1450,ㅂ바른배송 좋아요.,21.10.20.
1451,좋아요. 상큼해요,21.10.20.
1452,늘 사용하는 제품이여요 남편이 이 제품이 입안이 개운하다고 매번 찾네요 잘 사용하도 있어요 맵지 않아 초등 딸도 사용^^,21.10.20.
1453,죽염치약이 개운하고 좋더라고요~이 제품 몇년째 계속 구매해서 사용중이에요~박스에 9개 잘 포장돼서 왔어요^^,21.10.19.
1454,배송빠르고 저렴하게 판매해서 사봤어요.사용후 괜찮으면 재구매할께요,21.10.19.
1455,ㅅㅔ개씩 묶음 상품 아니고 낱개로 왔네요.좋은제품인듯 합니다.,21.10.19.
1456,엄청저렴하네요.스마일배송했는데 각각 별도 상자로 오는군요.,21.10.19.
1457,"계속 쓰던 제품이라 구매했어요
잘 쓸게요 가격대비 제품 너무 좋아요
딸래미는 이 치약만 씁니다",21.10.19.
1458,치약은 아무거나써도 이를 자주만 닦아주면 닦아주면 된다는애길 들었습니다.비싼 치약 사서？㎢쨉？ 그럴필요 없어서세일중일때 샀어요.,21.10.19.
