,내용,날짜
1563,"110만개돌파 치약이라고 해서 구매해봤는 데요
오 상쾌하고 입냄새 잘 잡아주네요
치약 마음에 드네요 재구매예정!!𖤐",21.10.20.
1564,아직 안써봤지만 좋을 꺼 같아요! 잘쓸께요,21.10.20.
1565,효과는 아직 모르겠지만 성분이 좋아요,21.10.20.
1566,성분도 좋고 개운합니다!,21.10.20.
1567,굿굿 좋아요@@@@,21.10.20.
1568,배송도 빨리오고 양치하면 화한느낌 나며 개운하네요,21.10.19.
1569,조어요마니파세요 감사합니다,21.10.19.
1570,치약은 무조거만 써요~~~,21.10.19.
1571,물건 잘 받았습니다 ~~,21.10.19.
1572,치약의 대명사 라끄시안이 곧 될것같네요 주위 지인들에게도 하나씩 나눠주면서 제가 무슨 이회사 지분있는양 선전 중이예요 ㅋㅋㅋ,21.10.18.
1573,입이 자꾸 마르는 느낌이라 치약 바꿨어요 거품이 많이 안나서 아직 어색하네요,21.10.18.
1574,거품이별로안나서 긴가민가했는데 다음날 아침 텁텁함이 덜해진거같애요,21.10.18.
1575,"저는 이치약만 씁니다 정말로
치아교정으로 힘들어하는저에게
잇몸이 안좋은 남편에게 이게 딱이에요
정말 거짓말 안하고 남편 이치약쓰고나서
잇몸에서 피 안나요☺️",21.10.18.
1576,"시원하고 개운하게 잘 닦여요
자고 일어났을 때 안 텁텁하네요",21.10.18.
1577,거품은 잘 안나지만 양치후에 상쾌함이 좋아요,21.10.18.
1578,"텁텁하지 않고 깔끔하고 개운해요
시원 상쾌함",21.10.18.
1579,배송 겁나빠름 너무 만족합니다 대박나세요^^,21.10.18.
1580,"임산부라서 좋은치약 쓰고싶어서
주문햇어요
성분이좋아서 안심하고 사용하고잇어요",21.10.18.
1581,"항상 쓰는 미백치약이자
구취건강치약이라고 볼수있어요
너무 좋습니다
만족해요 ^^",21.10.18.
1582,좋아요,21.10.18.
1583,"애*미 프로폴리스 살라다가 한번 사봤는데..
이거 엄청 깔끔하네요.거품도 안나는데 이렇게 개운한건 처음. 뒷맛이 초깔끔해서 정착할듯요.",21.10.17.
1584,양치 후에 입 헹군 뒤에 텁텁함 없이 개운합니다! 거품이 안 나는 건 적응이 필요할 거 같지만 깨끗하게는 닦입니다~,21.10.17.
1585,포장이 깔끔하네요.아직 사용 전이지만 후기 믿고 구매했습니다.,21.10.17.
1586,"전에 회사에서 쓰던거예요
치석이 별로 안생겨서 좋아요",21.10.17.
1587,또 구매 ! 지속적인 품질을 유지해 주길 바랍니다,21.10.17.
1588,개운하고 좋네요 아침에 냄새도 확실히줄었어요,21.10.17.
1589,이제품보다 좋은 치약 아직 못찾겠네요,21.10.17.
1590,양치하고 난 후 느낌이 완전 달라요,21.10.17.
1591,"늘 쓰는 치약
다른거 못써요",21.10.17.
1592,써보고 재구매해요 ㅋㅋ 인생치약이에요.. 이렇게 깔끔한 맛 나는 치약 처음이에요. 유명한거 다 써봤는데 이 치약이 최고에요,21.10.17.
1593,"친구가 라끄시안 퍼펙트 올 케어 치약을 사용후 자랑을 하도 많이 해서 저도 한번 쓰고 구입했어요
요즘은 치약도 브랜드라 아무거나 사용하지 않아서 까다롭게 고르는 편인데 이거 괜찮아요~
개인적으로 잇몸질환 치주염으로 고생해서 더. 좋았던것 같아요~ 치약도 순한편이라 더 좋아요~ 순도 99%~아이들도 쓰는데 불편함없어요
좀더 더 구입해야겠어요~",21.10.16.
1594,"잇몸질환 및 치주질환에 효과적인 치약ㄹ 찾다 구매하게 되었어요.
라끄시안 퍼펙트 올 케어 치약은 유칼립투스, 프로폴리스 등 자연유래성분으로 이루어져 있네요.
따뜻한 미온수에 적신 칫솔에 라끄시안 퍼팩트 올 케어 치약으로 닦고 나니 입언에 향긋한 멘톨향이 상쾌하고 정말 개운하개 잘 닦입니다.",21.10.16.
1595,지인분께 추천받아 사용중입니다! 양파 마늘 냄새가 없어지는 개운한 치약은 처음...!!!!,21.10.16.
1596,일단 상쾌해요! 거품만 나던 치약들과는 달리 쓰기 좋네요 입냄새도 잡구요,21.10.16.
1597,무불소 성분의 천연치약이라 건강에도 좋을것 같아 구매했네요. 이 시림도 없고 깔끔하니 좋네요.,21.10.16.
1598,자극적이지 않으면서도 상쾌함이 확 느껴지네요! 마스크 써도 입냄새 없이 상쾌합니다ㅎㅎ,21.10.16.
1599,"거품도 잘 나고 양치후 개운해서
좋아요!!!",21.10.16.
1600,양치후 상쾌한 느낌이 오래가서 좋아요,21.10.16.
1601,여기 제품만 사용한지 1년이 넘었네요!,21.10.16.
1602,정말좋아요 재구매각,21.10.16.
1603,배송빠르고 좋아요.,21.10.16.
1604,확실히 좋습니다!!,21.10.16.
1605,"치약 구매하려고 검색하다가 리뷰도 많고 후기도 좋은 것 같아 구매해봤네요 지금 쓰고 있는 치약은 거품은 많이 나는데 입마름 현상이 넘 심했는데, 요건 거품은 많이 안나지만 넘 상쾌해서 좋아요!!!
그리고 마늘 같은 향이 많이 나는 음식 먹으면 양치해도 향이 계속 남아 있는데 요건 냄새도 싹 잡아주는 것 같아요
사용감이 좋아서 다쓰면 또 구매 하려구요~~",21.10.15.
1606,무배위해 우선 3개만 구입했고 시린용은 2일 사용했는데 효과는 모르겠고 상쾌한 느낌은 있네요. 일반용과 함께 사용해 보고 효과있음 재구매 하겠음.,21.10.15.
1607,얼마전에 비싼돈주고 미백하고 와서 관리가 필요할것같아 기능성치약 구입해봅니다~ 잘 써볼게요,21.10.15.
1608,"이거 넘 좋아요
입냄새 약간 덜 나는것 같아요
원래 별로인가했는데
저는 재구매 하는거에요
사진처럼 엄지척 드려요",21.10.15.
1609,불소없는데도 양치하고나면 너무 개운해서 만족스러워요 입냄새도 덜나고 좋네요 ㅎㅎ,21.10.15.
1610,요즘 이가 시려서 샀는데 후기처럼 효과가 있으면 좋겠네요. 2일정도 사용했는데 입안이 상쾌한 느낌은 있습니다 .,21.10.15.
1611,요즘 입냄새 떄문에 스트레스 엄청 받았거든요ㅠ 반신반의하며 샀는데 양치할떄 엄청 시원하고 냄새 덜나는거같아요!!,21.10.15.
1612,"둘러보다가 괜찮아보여서 산건데 생각보다 좋아요
양치하고 남아있던 잡내?같은게 안나네요",21.10.15.
1613,배송빨라요. 생각보다 거품은 안나요. 이가 하얘졌으면 ㅜㅠ,21.10.15.
1614,"아직 써보진않았지만 가격도 좋고
괜찮을 것 같아요",21.10.15.
1615,"항상쓰고있어요
잇몸이좋아지는게보여요
좋습니다
저렴하게구매했어요",21.10.15.
1616,아직 사용전인데 무불소라 기대됩니다,21.10.15.
1617,잘 사용중이고 재구매 할예정임니다,21.10.15.
1618,아직사용전... 한달후 후기남길께요,21.10.15.
1619,항상 쓰는 제품이에요 만족,21.10.15.
1620,음..그저 그래요..,21.10.15.
1621,치석효과 미백효과가 장난아니에오,21.10.15.
1622,잇몸상태가 좋지않아서 시린이에 도움되는 치약샀는데 요거 무불소라서 더 좋고요 입냄새까지 제거해줘서 넘 좋네요 별 기대안했는데 시중에 나와있는 치약들보다 훨 좋네요!,21.10.14.
1623,무불소 천연 치약 찾다가 발견했는데 가족들 모두 무난하게 쓰기 좋아요~ 상쾌하지만 자극적이지않아요~ 재구매 의사 있습니다~,21.10.14.
1624,사용후에 잇몸 시린게 덜 느껴져요. 입안이 상쾌하고 개운해서 마스크 착용해도 불편함이 없네요.,21.10.14.
1625,도착하자마자 마침 식후라 써봤는데 상쾌함이 다르네요. 기존 치약보다 더 시원한거 같아요,21.10.14.
1626,"거품이 일반치약에 비해 좀 덜 나요~
잇몸이 약한 편인데 확실히 편안합니다. 개운함!",21.10.14.
1627,처음 사용때는 화~ 한 매운느낌있어서 당황했는데.. 몇번 쓰다보니 괜찮아요. 거품도 생각보다 많이 나오는 것 같아요~ 개운한 느낌이 계속돼서 좋아요 ...계속 쓰면 더 효과가 있을 것 같아요,21.10.14.
1628,"양치후 입안이 건조한 느낌이 없어요.
상쾌하고 개운한 치약입니다.",21.10.14.
1629,앞니에서 광나는거같아요 잔불순물 잘닦여서좋음,21.10.14.
1630,부모님들께서 좋아하세요!!!,21.10.14.
1631,재구매했어요 참아좋아요,21.10.14.
1632,항상 잘 사용하고 있어요,21.10.14.
1633,무불소 치약이라 그런지 성분도 괜찮고 향도 괜찮고 향도 너무 좋네요 상쾌하고좋아요,21.10.14.
1634,다른 치약 보다 거품은 확실히 안나지만 양치 후 생각보다 상쾌하고 입안이 개운해져요!! 일단 자극적이지 않아서 너무좋았고 저는 잇몸 염증에도 효과를 많이봤어요!!완전 재의사구매 있어요! ㅎㅎ,21.10.13.
1635,거품이 일반치약과 비교하면 덜나는 편이라 뭔가 어색한데 꾸준히 사용해 보겠습니다.,21.10.13.
1636,무불소라 거품이 없을 줄 알았는데 풍성하고 아주 개운해요!!,21.10.13.
1637,아이들도 잘 쓰네요. 거품이 너무 없긴한데..개운합니다.,21.10.13.
1638,이거 쓰면 입안이 상쾌하고 개운해요.. 정말 좋아요..,21.10.13.
1639,양치하면 개운한 느낌은 들지만 효과는 더 써봐야 ~~,21.10.13.
1640,"상품평보고 구입했는데
입냄새가 많이 좋아졌어요",21.10.13.
1641,닦고나면 아주 상쾌해요. 거품은 거의 없어요.,21.10.13.
1642,"만족도 5점을 주셨네요.
어떤 점이 좋았나요?",21.10.13.
1643,"늘 쓰던거예요.
좋은 가격으로 잘 샀어요",21.10.13.
1644,입안이 개운해서 좋아요,21.10.13.
1645,재구매입니다 좋아요~,21.10.13.
1646,좋아요 싸게잘샀어요,21.10.13.
1647,오늘 또살거에오 ㅋㅋㅋ 달리만쓰다가 이걸로 바꾸니 졸네요,21.10.13.
1648,"거품이 좀 나는 치약인줄 알았는데 잘 안나네요
화한 느낌이 싫다시면 이 치약과는 안맞을것 같습니다.",21.10.12.
1649,이제 마트에서 사는 그런 일반적인 치약은 못 쓰겠습니다,21.10.12.
1650,다른 치약이랑 다르게 엄청 개운하고 좋아요,21.10.12.
1651,항상 쓰던 치약이라 걱정없이 구매했습니다.,21.10.12.
1652,배송도 빠르고 꾸준히 사용하고 있어요~~,21.10.12.
1653,개운하고 입안에 남는게 없어요,21.10.12.
1654,사용감이 상쾌하고 개운해요,21.10.12.
1655,"순해서 좋아요
재구매했어요",21.10.12.
1656,입안이 상쾌해요. 향도 좋고,21.10.12.
1657,배송이 ...정말 느렸어요,21.10.12.
1658,재구매했습니다. 역시 좋습니다~~!!,21.10.12.
1659,"처음엔 엄청 맵고 그다음은 조금 나아짐. 적응해서 그럴지도, 깔끔한 느낌. 거품 잘 안남",21.10.11.
1660,무불소 치약 찾다가 구매했어요. 입구도 캡형이라 쓰기 좋고 상쾌하고 시원해서 좋네요.,21.10.11.
1661,"화한 느낌의 치약인데 개운한게 좋으네요
거품은 별로 안 나요
쓰기 괜찮아요",21.10.11.
1662,"거품은 안나지만 개운하니 상쾌해요~~
입냄새도 덜나는 느낌이예요~~",21.10.11.
1663,"항상 쓰는 제품 만족하며 쓰고 있습니다
또 이용할게요",21.10.11.
1664,"거품은 별로 없지만, 하고 나면 상쾌해요",21.10.11.
1665,그냥 쏘쏘함 딱히 좋은점 모르겠음,21.10.11.
1666,처음쓰는데 계속구매할것같습니다,21.10.11.
1667,또 시키러왔어요 좋네요,21.10.11.
1668,"양치하고 개운해요
거품안난다고하는데 전 그래서 더좋더라고요
효과는 더써봐야알것같아요",21.10.10.
1669,코알라 치약쓰다가 너무 비싸서 대안으로 샀는데 나름 만족하고 있지만 거품이 너무 안납니다.,21.10.10.
1670,생각보다 매운맛 강하고 거품이1도없어요,21.10.10.
1671,항상 이거ㅅ만5’ㅂ니다0,21.10.10.
1672,좋네요ㅎㅎ 잘쓰겠습니다~,21.10.10.
1673,잘 쓰고ㅠ있급니자 조아요,21.10.10.
1674,양치 후 아주 깔금합니다,21.10.10.
1675,양치 후 아주 깔끔합니다,21.10.10.
1676,항상 쓰던거라 좋네요~,21.10.10.
1677,"기대하고 있습니다
꾸준히 써보겠습니다",21.10.10.
1678,"늘 쓰던겁니다
이거 쓰면 다른걸론 못 돌아가죠
시린이용 한참 기다렸는데 용기 리뉴얼 돼서 나왔네요
한눈에 구분돼서 좋습니다
좋은 상품 감사합니다 잘 쓰겠습니다.",21.10.09.
1679,"계속 사용 중인 제품이에요~
양치후 입안이
상쾌한거 같아요~~^^",21.10.09.
1680,3번째 재구매 2개씩 넘 좋습니다,21.10.09.
1681,좋아요오오! 구웃!,21.10.09.
1682,"쓰다가 아이허브에서 유명하다는 다른 제품을 써봤는데 그건 밍밍해서 시원하지가 않더라구요
라끄시안이 처음엔 너무 맵나 싶은데 적응되면 입에 치약 남은 없이 시원하고 깔끔해서 재구매했습니다",21.10.08.
1683,"일단 의약외품이고
더 써봐야 알거 같아요
근데 순은이 들어있다고 하는데 인체에
무해한가요? 많이는 아니어도 혹시나 거품 삼키면
금속성분이라 걱정돼서용",21.10.08.
1684,담배 피는 남편을 위해 샀는데 입냄새도 많이 좋아지고 양치후 개운합니다,21.10.08.
1685,거품은 많이 안나고 입안이 화한게 좋내요 신랑도 좋다고 하고 또 올게요,21.10.08.
1686,"거품은 많이 나지 않지만
사용하고나면 개운해요",21.10.08.
1687,몇일써보니괜찮은거같아꾸준히사용해보려해여,21.10.08.
1688,배송완전느려요 주문받고만드나봐요,21.10.08.
1689,무불소 천연치약 잘쓰고 있어요,21.10.08.
1690,좋아요 또 구매할게요!,21.10.08.
1691,현재 아직 사용전임니다만 좋을것으로 생각함니다,21.10.08.
1692,"평소 회의 때문에 말을 많이 하다보니 치약을 신경써서 찾고 있었는데 평이 좋아서 구매해봤습니다. 2번 정도 써봤는데 개운하고, 이전보다 구취도 덜한 것 같아서 꾸준하게 써보려고요~",21.10.07.
1693,성분 좋다는 국내외 유기농치약 여러가지 써봤는데 저희 식구들은 이 치약이 최고라고 하네요 아침에 정말 개운해요~~,21.10.07.
1694,"우리집에서는 이 치약만 쓰고있어요.
엄청 개운하고 좋아요.",21.10.07.
1695,개운한느낌은 나는데 거품이없어서 좀 찝찝한거도있어요,21.10.07.
1696,잘모르겠어요 시원한데 거품이없어서찝찝한기분도들고,21.10.07.
1697,배송도 빠르고 늘 사용하는거에요,21.10.07.
1698,배송 빠른편이고 평이 좋아서 구매 했는데 사용해보고 좋으면 재구매 할게요,21.10.07.
1699,상품평이 좋길래 주문해 봤어요,21.10.07.
1700,항상 쓰는제품 잘쓸께요,21.10.07.
1701,3번째 구매중 깔끔해요,21.10.07.
1702,별루이내 가타용 ㅠ,21.10.07.
1703,시원하고 향도 좋아요 기존쓰는거보다 화한느낌 강해서 좋아요!,21.10.07.
1704,잘썼습니다. 감사합니다.,21.10.07.
1705,"마음에 듭니다
사용해보니 박하 느낌이 확나고
입안에 잡냄새가 개운하게 닦여 나가는거 같아요
거품은 다소 적게나서 익숙하진 않지만
전체적으로 마음에 드네요",21.10.06.
1706,이거 진짜.. 마트 치약만 쓰다가 몇년전에 요거 발견하고 광명찾았어요.. 이 치약쓰면 다른거 못씁니다. 세일할때 24개씩은 쟁이세요,21.10.06.
1707,잘쓰고있습니다. 구취제거에근데 엄청난효과는 모르겠어요~!!,21.10.06.
1708,재구매입니다~ 거품은 많이 안나는데 양치하고나면 개운해요,21.10.06.
1709,"깔끔하고 좋아요
자연성분이라고하니 안심이되네요",21.10.06.
1710,잘쓰고있습니다. 시린이에도 효과있는거같아요,21.10.06.
1711,"이치약만쓰고있어요~~너무좋아요~~~
번창하세요~",21.10.06.
1712,말을 많이하는 직업이라서 입냄새에 예민한편인데 이 치약은 향도좋고 입냄새도 잡아줘서 좋아요,21.10.06.
1713,매번 사용하는데 아주 좋습니당,21.10.06.
1714,입안이 개운 하네요 좋아요~,21.10.06.
1715,개운하고 좋은것 같아요.,21.10.06.
1716,잘사용하고있어요 ㅎㅎ,21.10.06.
1717,아직 사용전이네요 ㅎ,21.10.06.
1718,항상 쓰는 치약이예요,21.10.06.
1719,아직 미사용중이지만 추후 사용후기를 올리도록 하겠습니다,21.10.06.
1720,잘 받았습니다. 신속하게 배송처리 해주셔서 감사드립니다. 잘 사용하겠습니다. 감사합니다.,21.10.06.
1721,거품이 정말 안나는 편. 향도 파스?냄새 같아서 처음엔 낯설었는데 지금은 적응됐어요ㅎ,21.10.05.
1722,거품이너무안나고매워서아이들은못쓰네요ㅜㅜ,21.10.05.
1723,3번째주문 잘쓰고있습니다.,21.10.05.
1724,유명한 치약이라 궁금해서 사봤는데 진짜 상쾌하고 시원해서 좋아요,21.10.05.
1725,상큼함이 오래갑니다,21.10.05.
1726,너무 좋습니다 ~~,21.10.05.
1727,"순하고 상쾌하고 좋아요~
가격도 만족합니다",21.10.05.
1728,부모님은 거품이 덜 난다고 싫어하지만 일반치약보다 좋을것이라고 생각해서 지속구매중입니다!,21.10.04.
1729,천연치약이라 그런지 사용하면서 부담도 없고 입냄새에 좋고 미백효과도 있네요 좋아요~,21.10.04.
1730,조금씩 하얗게되는 치아가 보기 좋네요.,21.10.04.
1731,거품은 잘 안나지만 개운해요,21.10.04.
1732,잘쓰고있습니다~~! 좀묽어요!,21.10.04.
1733,순하게 자극 없고 좋아요!,21.10.04.
1734,가격도좋고 성분도좋고 개운하고좋네요,21.10.04.
1735,진짜진짜 마음에 들어용ㅋㅋㅋ,21.10.04.
1736,시린이랑 잇몸 관리하려고 구매했어요 원래 다른 치약 사용했었는데 후기가 좋길래 갈아타봤습니다. 처음 느낌은 나쁘지 않아요 계속 사용해볼게요,21.10.03.
1737,확실히 양도 많고 성분도 안심이 되고 잇몸하고 충치에 좋은거 같습니다,21.10.03.
1738,시린이때문에 구매해봅니다 효과가 좋기를~,21.10.03.
1739,요즘 입안이 텁텁하고 냄새가 나서 기분이 별로 좋지않아 사용해보니 상쾌하고 냄새제거에 탁월하네요,21.10.03.
1740,진짜 잘쓰구 있어영~~정말 좋아영ㅎ,21.10.03.
1741,계속사용하는 제품이라 좋아요,21.10.03.
1742,너무 좋아요 또 구매할께요,21.10.03.
1743,그런대로 만족합니다,21.10.03.
1744,그런대로 만족합니다,21.10.03.
1745,상쾌하고 미백효과가있는거같아요 잘사용하고있어요,21.10.03.
1746,"너무 좋습니다. 매번 이용하고있습니다.
몇번쓰면서 아쉬운거 하나는 딱한번 새로 사용하자마자 가운데 촘촘한 모가 통으로 빠진적이있는데, 뻐지니까 다시 끼울수는 없더라구요...앞으로 그런 불량품은 없었으면 하네요.
아무튼 잇몸도 안아프고 칫솔 중에는 최고인듯 합니다.",21.10.02.
1747,패키지 심플하고 이쁨ㅎㅎ 입냄새는 물론 상쾌해서 양치할 때마다 기분 좋음~ 별다섯개,21.10.02.
1748,치약 정말 좋아요. 일부로 돈 들여서 시중의 1000원~2000원짜리 치약보다 비싼 거 산건데 정말 돈 값 하네요. 소금맛이 입에 남으면서 깔끔하게 이가 닦입니다. 정말 개운하고 입냄새도 많이 줄은 것 같아요. 다 쓰면 또 살겁니다.,21.10.02.
1749,박박 닦지 않아도 이렇게 상쾌하다니 너무 만족스럽네요❤️,21.10.02.
1750,"거품은안나는데 사용하고나면 개운하네요
유통기한 넉넉해요",21.10.02.
1751,지난번 사용하고 좋아서 재구매했어요.양치 후 개운함 오래가고 입냄새 개선에 도움됐어요.,21.10.02.
1752,"사용전 배송은 빨리왔어요
괜찮으면 재주문 하겠습니당",21.10.02.
1753,샘플 써보고 주문했는데 역시 좋아요,21.10.02.
1754,입안 상쾌하고 구치도 줄었어요,21.10.02.
1755,구취가 개선된게 느껴지네요,21.10.02.
1756,잘 쓰고 있어요~~,21.10.02.
1757,잇몸이 시리고 안좋아서 천연치약을 사용하는데 제가 여태껏 사용해본 천연치약들 중에 이게 가장 좋아요!! 확실히 잇몸이 덜 시리고 입안이 개운하고 상쾌해지는게 치약중에 가장 깔끔하네요!!,21.10.02.
1758,"입냄새가 좀 나는 편이라서 양치질할때 늘 신경을
쓰는데 이 치약은 조금만 써도 개운하고 입냄새도
좀 줄어드는것같아요. 불소가없는 치약인데 충치나
구취예방에 좋은 순은성분이 있다고 하네요
열심히 써보고 괜찮으면 재구매 하겠습니다",21.10.01.
1759,"두번째 구매해서 사용하고 있어요
처음엔 힘들었는데 쓰다보니 입안이 상쾌하네요",21.10.01.
1760,깔끔하니 기대가 되는 제품이에요 어금니가 시려리뷰보고 구매했어요,21.10.01.
1761,늘 사용하던 거라 좋습니다,21.10.01.
1762,아직 모르겠지만 효과있길바래요. 그냥 일반이 효과가더조아요ㅠ,21.10.01.
1763,sregasrhgsargh,21.10.01.
1764,시중 치약보다 개운함은 덜합니다. 성분 때문에 샀는데 재구매는 고민할듯 하네요,21.09.30.
1765,산뜻한 마무리감이 좋고 입냄새제거에도 좋아서 늘 애용하는 제품이에용~,21.09.30.
1766,입안이 더 상쾌해진 느낌이에요~ 좋은성분이라 믿고 써요,21.09.30.
1767,음 거품은 별로 안나지만 뭔가 개운한 느낌이 좋네여,21.09.30.
1768,늘 쓰는 제품이고 양치후 상쾌함이 오래 지속됩니다,21.09.30.
1769,"여태 사용해본 것중에
제일 깔끔한 느낌이 나네요",21.09.30.
1770,아침에 이를 닦아도 닦인거 같지 않았는데 이건 상쾌하네요 텁텁하지도않고 상쾌해요,21.09.30.
1771,입안이 깔끔해지는 느낌 다른 치약을 못쓰겠네요,21.09.30.
1772,임신 했을 때 부터 사용중 입니다 좋아요,21.09.30.
1773,아침에 입속 냄새가 현저히 줄었어요,21.09.30.
1774,이제품만 쓰려구요 개운합니다,21.09.30.
1775,가성비 겁나 좋습니당 ㅎㅎ,21.09.30.
1776,입안이 상쾌함이 있네요.,21.09.30.
1777,좋아요 만족합니다 !,21.09.30.
1778,빠는배송감사합니다.,21.09.30.
1779,사용전... 리뷰 보고 구매 했는데 사용전이라 써보고 한달후 다시 리뷰 쓸께요~,21.09.30.
1780,작년부터 계속 라끄시안치약만 쓰고있어요. 처음엔 거품이 나지않아서? 익숙하지않았는데 이젠 개거품 물듯이 거품 많이 나는 다른 치약을 불편해서 못 써요. 굉장히 상쾌하고 뚜껑 개폐가 정말 편해서 치약을 세워둘 수 있어서 좋아요 강추해요,21.09.29.
1781,향도 괜찮고 성분도 좋고 뚜껑도 편리해서 좋아요,21.09.29.
1782,빠른배송 굳~~ 써보고 다시 후기 남길게요,21.09.29.
1783,받자마자 써 봤는데 좋은것 같아요,21.09.29.
1784,"배송빠르고 품질좋아요
상쾌해요",21.09.29.
1785,안전하게 잘 도착했습니다!,21.09.29.
1786,좋아요 라끄시안만 씁니다,21.09.29.
1787,직장인이라 집 뿐만아니라 사무실에서도 사용하고 있어요. 사용하다 보니 잇몸도 튼튼해 진 거 같고 입안에 상쾌함이 오래가 좋아요. 특히 하루종일 마스크를 사용하고 있는데 양치 후 입안이 개운해 마스크를 오래 착용해도 기분좋게 지낼 수 있어 정말 마음에 들어요^^ 다음에 또 재구매 하겠습니당~~,21.09.28.
1788,처음엔 너무 매웠는데 설명처럼 몇번 써보니 아무렇지 않더라구요! 거품은 많이나지않지만 다른 치약들보다 성분이 괜찮아서 사용합니다^^,21.09.28.
1789,두번째 구매에요. 남편이 이거로 양치하면 입이 너무 개운하다고 좋다고 해서 또 사게되었네요. 앞으로도 쭈욱 쓸 정착제품,21.09.28.
1790,며칠안써봤지만 첫향에 놀라고 ㅋ ㅋ 생각보다 거품잘나구여.일단.더써봐야할듯요,21.09.28.
1791,자극적이거나 맵지않고 양치할 때마다 개운해서 좋아요~다쓰고 또구매할게요.,21.09.28.
1792,"천연치약이라고 해서 만족하고 사용중입니다.
거품은 많이 나는 편은 아니나, 양치후에 상쾌합니다.",21.09.28.
1793,닦고나면 개운한 느낌이 좋아서 계속 쓰게되네요.,21.09.28.
1794,"사은품 핸드크림 잘받았어요 잘쓸게요~
제품은 거품은 좀 없지만 개운해서 만족해요~~",21.09.28.
1795,성분이 좋아서 써보려고 합니당! 잘쓸게요,21.09.28.
1796,거품이 많이 안나는거 빼곤 다 좋아요.,21.09.28.
1797,항상 쓰는 치약 역시 좋아요~,21.09.28.
1798,만족하며 잘쓰고있습니다~~,21.09.28.
1799,좋아요 아주 만족합니다,21.09.28.
1800,정말 만족합니다 잇몸과 치아에 도움이됩니다,21.09.28.
1801,"배송도 빠르고 깨끗하게 잘 닦이고 입안이 시원하고 상쾌해져서 아주 만족합니다
감사합니다",21.09.28.
1802,"치약 떨어져서 얼렁 구매했어요.
양치 후 입안개운함이 오래가서 꾸준히 쓰고 있어요.
애들도 넘 맵지않고 자극이 심하지않다고 괜찮다고 하니 자꾸 주문하게 되는거 같아요",21.09.27.
1803,평소 사용하는 치약이라 또 구매했어요~ 사용하고나서 입안에서의 텁텁함이 없어서 이것만 쓰게되네요 입냄새도 많이 사라졌어요 !,21.09.27.
1804,"입안이 상쾌하고 텁텁하지 않아서 잘사용하고 있어요
닦으면서 시원한 기분이 들어서 좋네요",21.09.27.
1805,상쾌하고 좋습니당 이 제품만 써요,21.09.27.
1806,저렴하게 잘삿어요ㅎ 잘쓸게요~,21.09.27.
1807,너무 잘쓰고 있어요 좋아요,21.09.27.
1808,좋습니다좋습니다좋습니다,21.09.27.
1809,"샘플 신청한후 주문햇습니다!
받고쓴지 좀 오래된거같은데 이제야 상품평을 남기네요
완전 시원하고 좋아요~~~!! ㅎ",21.09.26.
1810,조금 써요. 하지만 상쾌함은 있어요. 동생이 집에 놀러와서 한번 사용하더니 치약 어디꺼냐고 묻네요 좋다고..,21.09.26.
1811,아침에 일어날 때 텁텁한 느낌이 훨씬 적어요 신기하네요,21.09.26.
1812,가족들 쓸려고 샀어요 좋아요👍,21.09.26.
1813,생각보다 거품은 별로 없어요,21.09.26.
1814,아직 사용중이긴 한데 좋아요,21.09.26.
1815,너무좋아요 잘쓰고있는거있죠?ㅎㅎㅎ,21.09.26.
1816,너무너무 좋은 치약이네요!,21.09.26.
1817,"설마설마 하면서 구매했는데....
정말로 개운하고 좋네요~~^^
개인적으로 혀 바닥을 닦을 때마다 헛구역질을 했었는데....
요놈은 살살 달래주네요.^^
꾸준하게 구매해서 사용하려 합니다.",21.09.25.
1818,입냄새 때문에 고민이었는데 상쾌하고 많이 좋아졌어요~,21.09.25.
1819,와우~완전 총알배송 최고네요.개운해서 꾸준히 쓰고있어요. 입냄새도 없어져서 좋네요~,21.09.25.
1820,상쾌하고 개운한 느낌이 들어서 좋아요,21.09.25.
1821,잘쓰고있어요 감사해요 ㅎ,21.09.25.
1822,항상 애용하고있습니다~^^,21.09.25.
1823,"늘 쓰던거에요 이가 시려서 바꿔봤는데 아주 좋아요
사은품도 챙겨주셔서 감사합니다 ^^",21.09.25.
1824,"잇몸이 아파서 주문했던 치약
막 개운한느낌은 아니지만,
다른치약 썻을때 보다
잇몸은 확실히 안아프네요",21.09.24.
1825,"매번쓰는재품입니다.저희아빠가너무좋다고했어요번에추석선물로많이구매했습니다.
이치약사용하면입안이개운하고좋습니다.아무튼다사용하고또구매하겠습니다",21.09.24.
1826,이치약아주 좋아요 이제품만써요,21.09.24.
1827,정말 잘쓰고 있습니다 좋아요,21.09.24.
1828,후기가 너무 좋아 구매합니다,21.09.24.
1829,"입안이상쾌해요
베리굿",21.09.24.
1830,나쁘지않네요 좋아요,21.09.24.
1831,거품은많이 안나지만 입안이 상쾌해요 냄새안나요,21.09.24.
1832,시원하고 좋아요 괜찮아요,21.09.24.
1833,"3년째 꾸준히 사용중입니다 다른 치약쓰면 텁텁해서 이젠 이것만 사용할수 있어요
거품이 적어서 이 닦을때 좀 흐른다는 것만 빼면 너무 좋습니다",21.09.23.
1834,몇년째 재구매하는 제품입니다,21.09.23.
1835,좋은 제품입니다 많이 파세요,21.09.23.
1836,"잘쓰고잇어요
상쾌해요",21.09.23.
1837,아직 써보진 않앗는데,21.09.23.
1838,"저렴하면 계속 살듯,,",21.09.23.
